pokemon_id,form,count_poke,avg_weight,avg_height,avg_size,avg_atk,avg_def,avg_sta,avg_level,avg_iv,avg_lat,avg_lon,iv_100,iv100_percentage,iv_0,iv0_percentage,shinies,shiny_odds,little_top_1,little_top1_percentage,great_top_1,great_top1_percentage,ultra_top_1,ultra_top1_percentage
33,785,613,222.1014,19.497563248551884,0.8848385325166569,2.9804,7.9135,8.1126,8.1941,17.2170,53.822708,37.09177324967218,-8.099223547551365,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
741,2679,606,219.5652,3.5938177349740523,0.6086623060329519,3.0000,9.2046,8.7096,9.3069,19.4439,60.491452,37.089181910836395,-8.102661016523829,1,0.1650,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
38,57,605,219.2029,20.603184757643188,1.1082740113237837,2.9983,8.5471,8.9322,8.7785,18.5471,58.350843,37.09620160277592,-8.090871948334287,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
81,655,598,216.6667,6.154894076860868,0.3003109159776598,3.0000,7.4164,7.3211,7.5635,15.1622,49.557893,37.08669125366653,-8.099120807834336,0,0.0000,0,0.0000,2,0.3344,0,0.0000,1,0.1672,0,0.0000
100,2728,578,209.4203,13.070263193552881,0.49659996510686355,2.9862,8.6540,9.0692,8.7388,19.3270,58.804325,37.09786542865865,-8.087503538779188,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
539,0,561,203.2609,52.438500661050995,1.400768287041608,3.0000,7.6578,7.9929,8.1355,16.6649,52.857826,37.10378451023338,-8.083748528133487,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
557,0,532,192.7536,14.862076505682522,0.2994254166470434,3.0132,8.0451,7.9850,8.1541,17.0489,53.742575,37.09687805308248,-8.095551553393445,0,0.0000,0,0.0000,1,0.1880,0,0.0000,0,0.0000,0,0.0000
313,0,531,192.3913,18.28917944857854,0.7099112978313826,3.0000,7.4576,7.7608,7.7213,14.8606,50.977156,37.086678863134146,-8.10497576759381,1,0.1883,0,0.0000,2,0.3766,0,0.0000,0,0.0000,0,0.0000
618,2345,517,187.3188,21.21712404939146,0.7042043263261969,3.0058,8.6809,8.7756,8.9691,19.1528,58.723501,37.09944736099259,-8.091535177546033,0,0.0000,0,0.0000,9,1.7408,0,0.0000,0,0.0000,0,0.0000
28,53,500,181.1594,30.17333981323242,0.9991500682830811,3.0000,8.8400,9.1940,8.7760,20.2120,59.5777,37.095557608042085,-8.090964096609266,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
421,95,488,176.8116,9.63954157785314,0.5018139498949539,2.9980,9.7029,9.8238,9.2643,20.4754,63.98,37.09581444705625,-8.092183070889604,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
204,1244,483,175.0000,7.288884393300082,0.6079629796632329,2.9938,7.4161,7.1718,7.4886,15.2112,49.058965,37.07889791345865,-8.105328531565995,0,0.0000,1,0.2070,7,1.4493,0,0.0000,0,0.0000,1,0.2070
122,1080,475,172.1014,54.92525342848734,1.290059124744391,2.9810,8.1916,8.2737,8.2800,16.8484,54.98939,37.092851872503225,-8.09850684484755,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
928,0,468,169.5652,6.6742256195693255,0.2992408060223439,2.9893,9.6709,9.4487,9.4722,18.9679,63.537351,37.089066678338675,-8.109122886200513,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
559,0,466,168.8406,12.170501624054152,0.6014349917229665,3.0172,7.9678,7.7918,8.1803,16.3820,53.199957,37.10034235785735,-8.089268515979379,0,0.0000,0,0.0000,1,0.2146,1,0.2146,1,0.2146,0,0.0000
335,0,461,167.0290,41.65288217983122,1.3067571334621653,3.0217,8.2777,8.0087,8.2820,16.9826,54.596334,37.09256560616141,-8.10994474389854,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
543,0,460,166.6667,5.522203960496446,0.4058828175715778,3.0000,7.8848,7.9109,8.0217,17.4413,52.927631,37.08987099215746,-8.10992037828065,0,0.0000,0,0.0000,3,0.6522,0,0.0000,0,0.0000,1,0.2174
20,47,437,158.3333,19.01829385157308,0.70218871359967,2.9680,7.7757,8.4211,7.7918,16.6453,53.308078,37.08661296517148,-8.108184037523042,0,0.0000,1,0.2288,0,0.0000,0,0.0000,0,0.0000,0,0.0000
17,0,436,157.9710,31.546484188202324,1.1117811352014542,3.0206,8.3211,7.9679,7.9885,16.2936,53.949885,37.08189569430871,-8.110902476065723,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
108,0,430,155.7971,68.20751082813823,1.2064239891258988,3.0093,7.4651,8.2628,8.0419,16.1605,52.821558,37.09885832668532,-8.082643269848074,0,0.0000,0,0.0000,8,1.8605,0,0.0000,0,0.0000,0,0.0000
631,0,419,151.8116,59.03919954004037,1.398204595348431,3.0072,9.2578,9.1289,9.2291,19.4415,61.368282,37.10093869664365,-8.091974472821953,1,0.2387,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
767,0,415,150.3623,12.246459867643273,0.5032502006793368,2.9903,7.2024,7.2337,7.7855,15.6675,49.381711,37.09111466575423,-8.09407052573151,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
195,1229,413,149.6377,77.73237204725724,1.4062703079260759,3.0000,8.7288,8.9855,8.8596,18.2155,59.053099,37.09630613704515,-8.09653988148467,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
432,0,407,147.4638,44.49993889689153,0.9951426399281335,2.9926,7.9705,7.9189,8.0811,16.2211,53.267912,37.09539187157549,-8.095977314017436,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
159,1139,405,146.7391,25.81333637708499,1.0941713434678537,2.9975,7.5531,7.8296,7.4691,15.2790,50.781852,37.09769907743665,-8.09336624358206,0,0.0000,0,0.0000,0,0.0000,1,0.2469,0,0.0000,0,0.0000
296,1451,404,146.3768,88.80663355742351,0.986704747939464,2.9802,7.6188,8.4802,7.9827,16.9827,53.514678,37.0815930782055,-8.104445073674054,0,0.0000,0,0.0000,1,0.2475,0,0.0000,0,0.0000,0,0.0000
95,902,401,145.2899,216.71139368782715,8.783947506239192,2.9798,9.3267,9.2968,9.3691,19.4314,62.205711,37.096475194242004,-8.094669834467211,0,0.0000,0,0.0000,6,1.4963,0,0.0000,0,0.0000,0,0.0000
603,0,391,141.6667,22.615831386097863,1.2097742836493666,3.0128,7.6138,7.5882,7.5678,15.8824,50.599872,37.09662387428537,-8.096433521763712,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
622,0,377,136.5942,95.98300965711356,1.0070390585879117,3.0159,8.4483,9.1538,8.4721,19.1645,57.942944,37.10384923222073,-8.094969135047121,0,0.0000,0,0.0000,1,0.2653,0,0.0000,0,0.0000,0,0.0000
739,0,375,135.8696,7.014006301800623,0.5975215900839174,3.0241,7.5547,8.0560,8.0427,15.9973,52.56288,37.09512452040761,-8.099924873561838,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
156,1130,367,132.9710,19.785029031275403,0.8987042485693172,3.0163,8.2752,8.6349,9.2425,18.5586,58.117112,37.098962160452,-8.092199353856445,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
153,1121,355,128.6232,15.96599675232256,1.1781559494179739,3.0056,8.7831,8.9634,8.6394,18.5662,58.635183,37.09630958825806,-8.087632760789614,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.2817
456,0,351,127.1739,7.372665745580298,0.4045889743118203,3.0028,7.4416,7.2877,7.3048,15.7094,48.965128,37.07113372207389,-8.114207999939302,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.2849,0,0.0000
110,706,345,125.0000,9.855321748312129,1.209342351139978,3.0087,8.8783,8.8174,8.6812,18.1014,58.615131,37.08468337068799,-8.102000122648521,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
616,0,339,122.8261,7.829632062124292,0.3974436358012983,2.9971,7.2507,7.9735,7.0767,14.8112,49.557463,37.09095650288252,-8.119236646795379,0,0.0000,0,0.0000,3,0.8850,0,0.0000,0,0.0000,0,0.0000
59,283,328,118.8406,165.04169606284862,1.9274293661483224,3.0061,9.1524,9.2409,9.4390,19.3537,61.849543,37.085348277231176,-8.111617196011439,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
92,0,314,113.7681,0.10187406116016892,1.2923046986388553,3.0159,8.2516,8.0446,8.4713,17.2166,55.039013,37.098162902565996,-8.094048201373088,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.3185,0,0.0000
278,0,302,109.4203,9.887547947713081,0.6131725640881142,3.0033,7.2748,7.6126,7.3907,15.1457,49.506656,37.07152425056379,-8.113565371271497,0,0.0000,0,0.0000,1,0.3311,0,0.0000,0,0.0000,0,0.0000
520,0,296,107.2464,15.310475485550391,0.5979244313328655,2.9932,7.5439,7.5372,7.8007,16.8919,50.848345,37.097585742455074,-8.092546168949202,0,0.0000,1,0.3378,0,0.0000,0,0.0000,0,0.0000,0,0.0000
339,0,279,101.0870,1.957473992233208,0.4099220195017408,2.9964,9.5305,8.8996,9.4194,18.8853,61.887706,37.07333866344626,-8.114814567701368,1,0.3584,0,0.0000,1,0.3584,0,0.0000,0,0.0000,0,0.0000
136,0,271,98.1884,25.76415261659235,0.9060455549687038,3.0037,9.0185,8.9963,8.7860,19.2103,59.557122,37.10265890517045,-8.089547197747196,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
397,1661,261,94.5652,16.265618475004175,0.6043106036624691,3.0077,7.6973,7.8812,7.5517,17.1456,51.400575,37.08963008221497,-8.102791966042275,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
126,634,257,93.1159,43.64672876795906,1.2707374242029301,2.9883,8.6459,8.5720,8.8599,19.1634,57.950973,37.09699684619912,-8.089481005780797,0,0.0000,0,0.0000,1,0.3891,0,0.0000,0,0.0000,0,0.0000
26,49,256,92.7536,30.388422429561615,0.7980295738670976,3.0156,7.6367,7.2500,7.2500,14.8789,49.192617,37.09808668855218,-8.093798374130749,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
374,764,254,92.0290,97.75814302324311,0.6129571464587382,2.9882,7.5197,7.5945,7.2283,16.3937,49.649843,37.10048834410442,-8.083507096784848,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
769,0,254,92.0290,68.70669963416152,0.4923576347705888,2.9724,8.7362,9.2205,8.6654,18.7559,59.160118,37.0730241087147,-8.11357830426548,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
288,0,251,90.9420,47.01980675549146,1.3940515898138404,3.0199,7.7450,8.0000,7.5737,17.0080,51.819642,37.09142886487418,-8.109637971726524,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
454,0,251,90.9420,46.73682664970003,1.3142248572581319,3.0040,8.3745,8.4343,8.4502,18.7490,56.130956,37.09764242720614,-8.090078228062707,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
765,0,236,85.5072,76.80886524006472,1.475493834180347,3.0042,8.1059,8.3432,8.0508,17.2246,54.444492,37.0889487169921,-8.105278540554005,0,0.0000,1,0.4237,0,0.0000,0,0.0000,0,0.0000,0,0.0000
302,923,232,84.0580,10.833213429512648,0.5026642788073112,2.9871,7.5733,8.0043,7.7543,15.0172,51.848664,37.10133048375964,-8.099179038492716,0,0.0000,0,0.0000,3,1.2931,0,0.0000,0,0.0000,0,0.0000
662,0,228,82.6087,16.05318468077141,0.696860908808415,2.9912,9.5746,9.1140,8.4254,18.1447,60.253553,37.108225974267896,-8.087241068687078,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
305,1472,228,82.6087,123.17229813023617,0.8901402116344683,3.0000,7.3596,7.3509,8.1360,15.5833,50.769825,37.10753633040928,-8.088590342703476,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
281,295,221,80.0725,20.00041355590475,0.7793154307889723,2.9774,8.1086,8.0769,7.9502,16.8552,53.634616,37.098307798077435,-8.093734080639443,0,0.0000,0,0.0000,4,1.8100,0,0.0000,0,0.0000,0,0.0000
132,0,215,77.8986,,,3.0233,6.3395,6.0837,6.0884,15.1535,41.136977,37.094586185495075,-8.093959566420052,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
507,0,212,76.8116,14.871205452478156,0.897629309937639,3.0000,7.9670,7.9057,7.9292,17.3726,52.893444,37.08797519511482,-8.113989819598524,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
329,749,208,75.3623,15.135912998364521,1.068249533096185,3.0000,9.1827,9.0865,8.9712,20.1442,60.534087,37.08311434058262,-8.108067595743261,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
286,0,207,75.0000,40.49315743285101,1.192992371637464,2.9807,9.2850,9.5845,9.5169,19.5845,63.081256,37.09398922925731,-8.095653625934009,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
221,1280,201,72.8261,57.56861401078713,1.0870511843197381,2.9900,8.7861,8.8905,9.1294,19.4776,59.568856,37.101179922175696,-8.088826387985467,1,0.4975,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
570,0,198,71.7391,12.589748984635479,0.6866583297348988,2.9646,7.7929,7.7071,7.7071,15.0354,51.571162,37.095085564450756,-8.09470566359146,0,0.0000,0,0.0000,1,0.5051,0,0.0000,0,0.0000,0,0.0000
196,0,197,71.3768,27.46296729896274,0.8928850836257646,3.0000,7.8579,7.5635,7.1777,15.7310,50.220203,37.09498257539114,-8.096154823795036,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.5076,0,0.0000
105,79,190,68.8406,44.565643707074614,0.9840784421092585,3.0053,8.6684,8.9579,8.3684,18.9526,57.766105,37.0938664950991,-8.096476980856242,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
197,0,184,66.6667,27.60425036886464,0.9929987420530422,3.0217,7.8315,7.7663,7.5380,15.3478,51.413044,37.09947471875786,-8.099302340309166,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
310,1487,184,66.6667,43.35608909441077,1.5419701940339545,3.0217,7.8859,7.8207,7.7880,15.4783,52.210598,37.087007841152875,-8.117861159978718,0,0.0000,0,0.0000,3,1.6304,0,0.0000,1,0.5435,0,0.0000
708,0,181,65.5797,7.157421210194161,0.3986049443483356,2.9834,7.9890,9.0110,9.1050,18.2818,58.01105,37.087095662801005,-8.101747757442096,0,0.0000,0,0.0000,1,0.5525,0,0.0000,1,0.5525,0,0.0000
297,1454,181,65.5797,264.4505087710217,2.3312381927479695,2.9724,7.5580,8.2597,7.8840,17.1768,52.670553,37.089736794841976,-8.095821037186099,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
279,0,177,64.1304,29.694466025142347,1.2144150872015012,3.0282,7.7684,7.0113,7.1017,15.2090,48.625367,37.071087146604185,-8.114715350568636,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
98,870,177,64.1304,6.594188641693632,0.39521999269892283,3.0113,7.6045,7.5650,7.6271,15.2429,50.65904,37.070534334763316,-8.117278987873346,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
112,849,176,63.7681,132.0510808771307,1.9526081383228302,3.0227,9.1136,9.1080,9.3580,19.5568,61.288011,37.07960806332722,-8.10844564650783,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
371,755,172,62.3188,42.657474700794666,0.6059387568817581,2.9826,7.3547,8.1628,7.6628,15.7616,51.511861,37.10166411214146,-8.086618449140168,0,0.0000,0,0.0000,1,0.5814,0,0.0000,0,0.0000,0,0.0000
123,247,169,61.2319,54.91262262671657,1.4666540792002478,2.9763,7.2189,7.9349,7.8521,15.0118,51.124202,37.084702027028634,-8.101982022672594,0,0.0000,0,0.0000,2,1.1834,0,0.0000,0,0.0000,0,0.0000
544,0,168,60.8696,60.43371558189392,1.2026176612292017,3.0060,7.2679,7.9167,7.4940,14.9345,50.396667,37.094865813404965,-8.102909226553185,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
318,734,168,60.8696,21.225859183640708,0.7849549470203265,2.9702,7.9107,7.5536,7.4762,15.2202,50.97881,37.0707312279901,-8.11387218653629,0,0.0000,0,0.0000,1,0.5952,0,0.0000,0,0.0000,0,0.0000
229,232,168,60.8696,37.172106862068176,1.4191411098554019,2.9940,8.5774,8.9167,9.1429,21.1071,59.192679,37.08898139430715,-8.109954864205354,0,0.0000,0,0.0000,1,0.5952,0,0.0000,0,0.0000,0,0.0000
82,658,151,54.7101,62.917169671974435,1.012183018275444,3.0066,7.8278,7.2384,6.4371,16.7947,47.78457,37.08656981583323,-8.101481920571638,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
217,1268,147,53.2609,130.70116059958528,1.826821859596538,3.0272,8.3333,7.8299,7.8912,16.2789,53.454422,37.0874888568448,-8.113650957693638,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
345,1568,145,52.5362,24.129201731188544,0.988888857076908,3.0000,9.1862,9.1931,8.9862,19.2414,60.811931,37.08362459926724,-8.100333702058265,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
36,0,145,52.5362,41.35139981631575,1.3058736657274181,2.9862,8.0759,8.7379,8.8207,16.7448,56.965655,37.10330119466888,-8.084244428185503,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
421,94,141,51.0870,9.49263558742848,0.49839776543015335,3.0355,7.6809,7.7872,8.1560,15.8227,52.497943,37.097045708552926,-8.096318418066678,1,0.7092,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
53,65,140,50.7246,34.48864067544182,1.0303024859737142,3.0935,8.5143,8.1429,7.8643,15.5214,54.491786,37.09619260361953,-8.086131957479894,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
696,0,140,50.7246,26.58735985207043,0.7927810800590105,2.9856,7.7429,7.5500,7.9000,16.0286,51.539215,37.080991715209535,-8.108696190368898,0,0.0000,0,0.0000,1,0.7143,0,0.0000,0,0.0000,0,0.0000
132,59,139,50.3623,,,2.9856,6.6906,5.5540,6.2950,14.0504,41.199065,37.09333815184052,-8.089710453186859,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
688,0,134,48.5507,31.38844829530858,0.49108991126960816,2.9328,7.8433,8.0299,7.6493,16.1791,52.272164,37.070195876522185,-8.114672695262588,0,0.0000,0,0.0000,2,1.4925,0,0.0000,0,0.0000,0,0.0000
118,0,120,43.4783,15.449375480413437,0.603303790837526,3.0000,6.8667,7.4250,6.8667,14.9083,47.01875,37.073382807606514,-8.116792140584197,0,0.0000,0,0.0000,1,0.8333,0,0.0000,0,0.0000,0,0.0000
18,0,120,43.4783,39.86116341749827,1.4837022776405022,2.9667,7.8583,7.5583,8.2500,16.4083,52.592417,37.08052260054516,-8.11662716492931,0,0.0000,0,0.0000,2,1.6667,0,0.0000,0,0.0000,0,0.0000
113,0,118,42.7536,35.2811474153551,1.0947154290595296,2.9915,7.8051,8.3220,8.6695,17.1525,55.103983,37.09042349718893,-8.097347270577318,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
627,0,118,42.7536,10.651485237024598,0.4967339888720186,2.9661,8.5678,8.0847,8.1102,17.7288,55.028475,37.08491624099734,-8.117616587571193,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
79,1017,115,41.6667,38.61283808169158,1.2248541702394902,3.0174,7.0000,6.9130,6.8957,15.9217,46.241652,37.075277121110744,-8.1160446196161,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
168,0,115,41.6667,34.96834925775943,1.1001608522041981,2.9739,8.0870,7.3739,7.7304,16.6522,51.536261,37.083905523486536,-8.113867958025242,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
347,1574,113,40.9420,12.932909771404436,0.709447041022039,3.0265,8.1239,7.9912,7.9204,17.5664,53.41177,37.08104075636769,-8.112661108883064,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
54,286,110,39.8551,20.351451154188677,0.809530024095015,2.9909,7.3182,8.3636,8.0364,16.1182,52.707,37.072644878592854,-8.111344154488238,0,0.0000,0,0.0000,1,0.9091,0,0.0000,0,0.0000,0,0.0000
207,803,109,39.4928,67.2814678402122,1.1091181499148728,3.0183,8.4037,9.3119,8.7706,17.8165,58.858716,37.09455557481473,-8.094279122576735,0,0.0000,0,0.0000,2,1.8349,0,0.0000,0,0.0000,0,0.0000
308,0,108,39.1304,31.994750769050032,1.2916451880225432,2.9907,7.9815,8.2685,8.1296,17.2222,54.176297,37.09507933684171,-8.09807595907145,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
428,0,107,38.7681,31.926272909217907,1.1625294607376382,2.9626,8.6542,7.2804,8.7664,16.8318,54.890748,37.09456035427726,-8.100391353193626,0,0.0000,0,0.0000,2,1.8692,0,0.0000,0,0.0000,0,0.0000
782,0,103,37.3188,29.388133743434278,0.5907086860207678,2.9417,8.1845,7.6699,7.7670,14.6117,52.492136,37.09689573062718,-8.09403845894649,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
354,911,102,36.9565,13.111873229344686,1.1000151476439306,3.0000,7.3529,7.3137,6.7843,17.4020,47.669118,37.09814953447144,-8.09543797397167,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
34,788,101,36.5942,66.4782717676446,1.3991296309055665,2.9703,9.1386,9.2871,9.9109,20.6436,62.969703,37.08481985621222,-8.104851380498342,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2614,99,35.8696,0.10133089734749366,0.10022353655611689,3.0101,7.7879,8.1111,7.6667,16.4141,52.367879,37.09484163742636,-8.094995695489747,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
246,313,97,35.1449,74.13859491546948,0.6171288350597021,3.0313,9.0722,9.6907,9.3918,19.9175,62.566289,37.08912851225839,-8.111226576446269,0,0.0000,0,0.0000,1,1.0309,0,0.0000,0,0.0000,0,0.0000
181,652,96,34.7826,65.79377742608388,1.4335071469346676,3.0313,7.5729,7.4375,7.2813,15.6250,49.537188,37.096844820696155,-8.096833711269285,0,0.0000,0,0.0000,1,1.0417,0,0.0000,0,0.0000,0,0.0000
42,160,91,32.9710,56.64976803287045,1.6322558423975015,3.0330,8.1429,8.1648,8.1978,17.5604,54.456264,37.081796972592144,-8.101872891946446,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
457,0,90,32.6087,23.50372419887119,1.18356168071429,2.9667,7.3778,7.2333,7.5667,15.6889,49.284,37.070893113689785,-8.112897122582796,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
170,0,88,31.8841,12.13206981528889,0.5035512423650789,2.9886,6.8636,7.3864,7.3409,16.3182,47.979887,37.06944019505969,-8.112126415016702,0,0.0000,0,0.0000,1,1.1364,0,0.0000,2,2.2727,0,0.0000
435,794,87,31.5217,39.82066493810609,0.9973642673603327,3.0000,9.4483,8.6897,8.4828,17.2874,59.157586,37.09210145779811,-8.10825475034601,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
49,262,84,30.4348,12.381323144549416,1.4756105400267099,3.0238,8.7619,9.1786,8.6190,19.2024,59.020834,37.08320079742788,-8.110778816000435,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
690,0,83,30.0725,7.2078353180942765,0.4899784107524225,2.9639,8.3855,7.4699,7.8193,15.5783,52.610121,37.07089944328107,-8.110067668352466,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
422,96,82,29.7101,6.301056829894462,0.297941837005499,3.0000,7.5000,7.1098,8.6341,15.7073,51.652927,37.072367077905376,-8.114285565367435,0,0.0000,0,0.0000,1,1.2195,0,0.0000,0,0.0000,0,0.0000
602,0,80,28.9855,0.30742965312674625,0.1990787297487261,2.9875,7.5125,7.4375,8.0625,15.2875,51.13875,37.10047869285305,-8.083559187806744,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
143,199,78,28.2609,457.84183169633917,2.088003965524526,3.0513,8.0513,7.7821,8.0769,16.8077,53.133462,37.10035028781962,-8.091174526009828,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,1.2821
31,782,78,28.2609,64.79211665422488,1.316908792807506,2.9615,9.2564,9.0769,9.1538,20.3462,61.082436,37.08761728362344,-8.104103333817077,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
93,0,76,27.5362,0.10143113606854486,1.622846413599817,3.0132,8.4342,8.2237,9.1974,17.1974,57.45671,37.08970564589963,-8.09579636979466,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
779,0,74,26.8116,20.43425078005404,0.9279210873552269,3.0405,7.0405,7.5541,7.7973,13.8919,49.760135,37.07598379030392,-8.110273626860783,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
317,0,71,25.7246,84.65775847099196,1.743792731996993,3.0000,7.0141,7.9437,8.3099,16.9577,51.706197,37.082651350285005,-8.100877319715838,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
289,0,66,23.9130,127.25654275489576,1.9827637798858415,2.9242,7.7727,7.7879,7.7576,16.6667,51.818636,37.0858440133621,-8.111209131633084,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
525,0,65,23.5507,109.53159443781927,0.934397443441244,3.0462,8.0308,7.7846,8.4000,16.8308,53.811539,37.07701436626334,-8.112541686693355,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,1.5385,0,0.0000
164,0,64,23.1884,41.47511428594589,1.610130017623305,3.0156,8.0625,8.2969,7.2344,17.9844,52.430781,37.08595763811969,-8.110264544266153,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
242,0,63,22.8261,51.2195674956791,1.5461929033672996,3.0159,7.8889,8.4444,8.6825,16.5238,55.590953,37.09425136634958,-8.09569120092821,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
755,0,60,21.7391,1.4516623618702096,0.19536459806064788,2.9333,9.4667,9.4167,9.1667,18.7667,62.3335,37.08975084685154,-8.113664155138236,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
375,767,59,21.3768,207.29716698598054,1.1926920888787604,3.0169,7.3051,7.1525,8.2542,14.3729,50.471017,37.09372075047119,-8.106880963653426,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
