pokemon_id,form,count_poke,avg_weight,avg_height,avg_size,avg_atk,avg_def,avg_sta,avg_level,avg_iv,avg_lat,avg_lon,iv_100,iv100_percentage,iv_0,iv0_percentage,shinies,shiny_odds,little_top_1,little_top1_percentage,great_top_1,great_top1_percentage,ultra_top_1,ultra_top1_percentage
48,259,365,132.2464,30.05526972734011,0.9909026308374093,2.9808,9.0658,8.8027,8.8877,18.4164,59.45811,41.300623943839014,-7.736958301496909,0,0.0000,0,0.0000,2,0.5479,0,0.0000,0,0.0000,0,0.0000
153,1121,362,131.1594,15.863365925478012,1.1723861972600715,2.9862,7.7376,8.0552,8.0856,16.8343,53.063149,41.29857829232565,-7.736965416390736,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
156,1130,351,127.1739,20.15166565427753,0.9072549304051957,3.0028,8.0655,8.1396,7.8832,16.5726,53.529943,41.29812891005919,-7.737798162145541,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
374,764,346,125.3623,97.83558835597397,0.6111740419974907,2.9913,7.3671,7.4480,7.4769,15.7803,49.537659,41.29984074072145,-7.737529257980776,0,0.0000,0,0.0000,1,0.2890,0,0.0000,0,0.0000,0,0.0000
520,0,334,121.0145,15.035465658605993,0.5929037200974989,2.9640,8.1078,8.0629,8.2066,16.5898,54.171407,41.29821227055999,-7.7361199921662545,1,0.2994,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
767,0,334,121.0145,12.528609484255671,0.5051542402741439,2.9910,8.0240,7.8293,8.0719,16.1976,53.167006,41.29928584008921,-7.737095126465256,0,0.0000,1,0.2994,0,0.0000,1,0.2994,0,0.0000,0,0.0000
163,0,330,119.5652,21.775409775791747,0.7089764342163549,3.0182,8.2758,8.2091,7.7636,16.9758,53.885364,41.2938007996413,-7.733331004408786,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
588,0,321,116.3043,6.153631220354098,0.5002275631992243,2.9813,7.0654,7.8847,7.4922,16.1153,49.871807,41.29758957259978,-7.731650719990871,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
262,1370,310,112.3188,37.47735635516713,0.985415388851104,3.0000,7.5355,7.8129,6.9645,15.4452,49.584452,41.29894139307457,-7.737739086428316,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
30,779,304,110.1449,21.062436922600394,0.8111369845114258,3.0164,8.7138,8.4112,8.8454,18.1382,57.712007,41.29808383530741,-7.7355397256455944,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
421,94,299,108.3333,9.217325029564542,0.49171076944241154,2.9900,7.5719,7.7525,7.3144,15.8261,50.308629,41.29956680947367,-7.7365854987234055,1,0.3344,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
122,1080,292,105.7971,56.83876955019284,1.3169796311692015,3.0205,8.4007,9.0137,8.7842,19.0719,58.219178,41.29618976333667,-7.731452012220899,1,0.3425,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
741,2679,281,101.8116,3.5581321109656336,0.6018704723208823,2.9858,8.2100,8.4555,8.3060,17.7651,55.492562,41.296881042873046,-7.734835939676868,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
36,0,279,101.0870,41.55920685149435,1.3024670797864166,3.0215,9.3441,8.7885,8.8136,19.4337,59.880753,41.29900274334423,-7.7362006845346825,1,0.3584,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
81,655,273,98.9130,5.998007302319174,0.2982445131618895,3.0110,8.1978,8.1136,7.7289,16.6374,53.423004,41.304280591112764,-7.741527505598931,0,0.0000,0,0.0000,0,0.0000,1,0.3663,0,0.0000,0,0.0000
278,0,267,96.7391,9.898272382632623,0.6113774744089177,3.0075,7.8277,7.7228,7.4869,16.6367,51.19442,41.30243137998109,-7.736794110643314,0,0.0000,0,0.0000,3,1.1236,0,0.0000,0,0.0000,0,0.0000
33,785,262,94.9275,20.027418045597223,0.9011949464565016,3.0000,8.1145,8.5038,8.4198,19.1794,55.640077,41.298724194357625,-7.736799101615379,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
136,0,234,84.7826,25.83372631566278,0.903034938820477,3.0302,8.0214,8.3248,7.6667,18.4188,53.361923,41.300336959160184,-7.7387191686460355,1,0.4274,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
180,649,219,79.3478,12.833441375053091,0.7617830408218246,2.9726,7.7900,7.6347,7.5799,15.5982,51.121005,41.298890523317176,-7.736470141129522,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
570,0,206,74.6377,12.805146889779174,0.7033305456048076,2.9951,7.6214,7.6117,7.6748,15.0049,50.905777,41.30017438929118,-7.7356997036659445,0,0.0000,0,0.0000,1,0.4854,0,0.0000,0,0.0000,0,0.0000
221,1280,205,74.2754,56.763056801814656,1.082329412009202,2.9853,7.9122,8.9415,7.9171,16.7561,55.046195,41.29885949930816,-7.736196357709995,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
104,224,202,73.1884,6.625003241666473,0.3986606320532241,2.9901,8.1782,8.2277,8.2277,16.7030,54.741584,41.29019208152308,-7.727480290185411,0,0.0000,0,0.0000,1,0.4950,1,0.4950,0,0.0000,0,0.0000
286,0,200,72.4638,41.26902456139799,1.2083777599598293,2.9799,9.2250,9.0600,9.0300,19.3250,60.70015,41.299150045359745,-7.735872087667727,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
197,0,195,70.6522,27.064688144586025,0.9786748701181166,3.0000,6.8667,7.2513,7.4872,14.9026,48.011333,41.29914060950084,-7.737206730817859,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
662,0,189,68.4783,16.183628035600854,0.6905931977052537,2.9630,7.8783,8.0476,8.0423,16.9259,53.26291,41.298789209725754,-7.736799697434334,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.5291,0,0.0000
371,755,185,67.0290,42.03516646462518,0.6019967657488745,2.9892,7.0703,7.2595,7.4324,16.4324,48.360379,41.2996536321686,-7.739362290730828,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2,1.0811
335,0,184,66.6667,41.602693666582525,1.3001238719924637,2.9783,8.4076,8.5435,8.3043,16.8913,56.123044,41.29677286001235,-7.735311988722806,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.5435,0,0.0000
305,1472,180,65.2174,129.7007478290134,0.9151928702990211,3.0167,7.6611,8.5111,8.4111,16.0056,54.630056,41.299197191896454,-7.737424224065374,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
196,0,180,65.2174,28.174235121409097,0.9042531571454474,2.9944,7.9944,7.6556,8.1389,14.7167,52.864333,41.29890548692048,-7.737215013704243,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
421,95,175,63.4058,9.842743233272008,0.5031993435110366,3.0000,9.2571,9.4286,10.0571,20.4571,63.872857,41.29701304362456,-7.735461622108278,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
185,0,172,62.3188,39.932955411977545,1.2029285420512041,2.9826,8.0000,7.7035,7.4244,16.2093,51.395291,41.301153934201736,-7.741566386997384,0,0.0000,0,0.0000,1,0.5814,0,0.0000,0,0.0000,0,0.0000
42,160,162,58.6957,56.700590057137575,1.5948095167124714,3.0185,8.6728,8.9321,9.1358,19.5802,59.423642,41.30614433078884,-7.741769619054072,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
190,1214,161,58.3333,11.92469212727517,0.7912224079511176,2.9938,8.0621,8.3354,8.7205,16.1180,55.818075,41.304724858594525,-7.736053533338736,0,0.0000,0,0.0000,1,0.6211,0,0.0000,0,0.0000,0,0.0000
543,0,158,57.2464,5.350543928374151,0.3971711196907003,2.9490,8.9747,9.2089,8.8418,20.1013,60.05595,41.297577302526484,-7.736738875618239,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
428,0,156,56.5217,34.2145737745823,1.2062355256997621,2.9872,7.8397,7.9359,8.4872,17.3718,53.917372,41.29725564950719,-7.734002451722624,1,0.6410,0,0.0000,1,0.6410,0,0.0000,0,0.0000,0,0.0000
53,65,155,56.1594,32.235919632450226,0.9909140579162106,3.0000,7.0129,7.3419,7.8774,17.0774,49.405097,41.29863105547938,-7.739098446324508,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
26,49,146,52.8986,31.561869843365393,0.806826798679077,2.9726,7.7740,7.5205,7.6233,17.2740,50.928014,41.29512572602019,-7.7352186308253295,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
704,0,145,52.5362,2.9690198787327473,0.3022107586778444,3.0207,6.8690,7.7448,7.4414,15.6828,49.011517,41.30129892375909,-7.737990616284094,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
765,0,134,48.5507,79.66528573676722,1.5071190168608481,3.0299,7.3284,8.1716,7.9627,14.7612,52.139627,41.29897478617582,-7.735487565654916,0,0.0000,0,0.0000,1,0.7463,0,0.0000,0,0.0000,0,0.0000
631,0,124,44.9275,56.457942193554295,1.3666662722826006,3.0000,7.9919,8.0806,8.2258,17.8629,53.996129,41.29754187100162,-7.736060920813082,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
313,0,116,42.0290,18.98799844034787,0.7245659735696071,3.0086,7.2845,7.1897,7.2931,15.5172,48.371983,41.298086179265105,-7.7372211613010045,0,0.0000,0,0.0000,1,0.8621,0,0.0000,0,0.0000,0,0.0000
397,1661,113,40.9420,16.439761144925008,0.6053621019937292,3.0177,8.8496,7.7611,8.2655,16.8761,55.280354,41.2981975357352,-7.737194854900434,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
345,1568,108,39.1304,24.290340096862227,0.987629947287065,2.9537,8.6389,8.4630,9.0926,17.5278,58.21,41.30118852831283,-7.738893780167411,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
782,0,105,38.0435,30.146169626145134,0.60025213105338,3.0286,7.8476,7.5714,6.8857,15.1714,49.566,41.298920863765716,-7.736904110892134,0,0.0000,0,0.0000,0,0.0000,1,0.9524,0,0.0000,0,0.0000
354,911,105,38.0435,12.863331747055053,1.0881786919775462,3.0000,7.6000,7.9429,8.0952,16.2762,52.528476,41.300336441319295,-7.736173786371216,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
375,767,96,34.7826,213.79622332255045,1.2108829648544392,3.0208,6.6250,7.4688,7.5833,16.0208,48.171354,41.29835772578769,-7.735153581783581,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2614,95,34.4203,0.099008462548648,0.09871685606868655,2.9474,8.7368,8.1474,8.2632,16.7789,55.882843,41.29645733429246,-7.737471713861051,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
132,59,94,34.0580,,,3.0106,6.2766,5.7872,6.5851,14.2447,41.442447,41.29948396224498,-7.737032059097444,0,0.0000,0,0.0000,0,0.0000,1,1.0638,0,0.0000,0,0.0000
302,923,94,34.0580,11.465264676719583,0.5154248979142921,3.0000,7.8298,7.7660,8.0851,14.3830,52.624043,41.29690229528017,-7.735619144343084,0,0.0000,0,0.0000,1,1.0638,0,0.0000,0,0.0000,0,0.0000
93,0,92,33.3333,0.10349023451461728,1.5963627203651096,3.0217,8.5435,8.6848,9.1630,19.2935,58.646739,41.297138010979104,-7.739144934685873,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
347,1574,88,31.8841,12.437786519527435,0.700669721107592,2.9773,8.2386,8.2500,8.6932,16.3864,55.959773,41.29921611986487,-7.7347204549997635,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
143,199,86,31.1594,484.62200514849496,2.129601576749016,2.9765,7.8837,8.7674,8.9070,17.7791,56.796163,41.29850455869372,-7.737548968068219,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
731,0,82,29.7101,1.2309734218004273,0.3010163414405615,3.0000,8.2073,7.1341,8.3537,16.3537,52.655122,41.29044051748699,-7.721993172591136,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
708,0,82,29.7101,7.565565481418517,0.4063668392780347,3.0000,7.5976,6.9634,7.0610,16.7561,48.048415,41.30692564454517,-7.733963064619588,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
928,0,81,29.3478,6.352611722825448,0.29575034070618494,3.0000,8.2840,8.5802,8.7160,18.7654,56.845062,41.29476868151113,-7.73360747652232,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
123,247,80,28.9855,55.03783220052719,1.4745631143450741,2.9875,7.8500,8.0875,8.7375,15.4000,54.833375,41.296071369254456,-7.7351380711736395,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
529,0,75,27.1739,9.096879394849141,0.30328966935475665,2.9867,7.9333,8.6533,8.1467,17.0667,54.9632,41.29860527803019,-7.738139659128723,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
343,0,73,26.4493,23.115109169319883,0.514655070762111,2.9863,8.8356,8.1370,8.5616,15.8219,56.743014,41.29969273209039,-7.738261573255462,0,0.0000,1,1.3699,0,0.0000,0,0.0000,0,0.0000,0,0.0000
113,0,71,25.7246,35.397913328358825,1.1072607124355478,3.0141,8.0423,7.9014,7.5352,16.7887,52.175352,41.29699212482894,-7.736608755489416,0,0.0000,0,0.0000,3,4.2254,0,0.0000,0,0.0000,0,0.0000
281,295,68,24.6377,22.68080249253441,0.8200120119487531,3.0441,9.0147,8.8676,8.6471,18.4559,58.954706,41.29822659775275,-7.737777757547805,0,0.0000,0,0.0000,1,1.4706,0,0.0000,0,0.0000,0,0.0000
696,0,65,23.5507,25.768589210510253,0.789903120352672,3.0154,7.9077,8.4769,8.4923,15.6923,55.281231,41.308180054444875,-7.74517770074125,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,1.5385
200,719,63,22.8261,1.043820672458217,0.7248659345411487,3.0000,7.6667,7.3968,7.8095,14.5079,50.829524,41.2973572648114,-7.735852978575856,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
95,902,61,22.1014,204.95235418100827,8.577378202657231,2.9508,9.4426,8.4098,8.0492,18.9672,57.558689,41.29981519795118,-7.735442016534271,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
110,706,60,21.7391,8.574112546443938,1.114476085702578,2.9500,9.3833,8.3000,8.5167,21.6167,58.222167,41.299659509474715,-7.736750947305299,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
207,803,57,20.6522,63.08864094918234,1.0556843782726089,2.9474,8.7719,7.9474,7.9474,18.4386,54.814912,41.29871291512553,-7.736236753199423,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
309,1484,53,19.2029,14.331504214484736,0.5866959168101251,2.9434,8.0943,6.2075,6.6792,15.8491,46.624905,41.29496759256364,-7.714271497779853,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
435,794,53,19.2029,36.921141696426105,0.9617192081685341,2.9245,9.6038,9.1509,8.2642,21.3774,60.041698,41.29772648434325,-7.734759987329948,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
242,0,53,19.2029,43.178028412584986,1.4521893105416923,2.9811,7.4906,7.7547,8.3962,16.5660,52.53585,41.29792195185438,-7.736460793936304,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
160,1142,51,18.4783,93.85787791831821,2.335433237692889,2.9608,7.6863,7.3529,7.4902,14.4902,50.065099,41.299232287296356,-7.737305796840067,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
282,298,49,17.7536,49.77839216894033,1.6115577537186292,3.0000,9.7959,9.5306,9.0000,17.5510,62.948367,41.29751203261204,-7.738710547354636,0,0.0000,0,0.0000,2,4.0816,0,0.0000,0,0.0000,0,0.0000
154,1124,47,17.0290,95.96834694071019,1.7386089182914568,2.9574,7.8511,7.7660,6.4681,16.7447,49.078936,41.29944474934473,-7.7332043600389975,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
755,0,47,17.0290,1.5271693785139853,0.20159042040084255,3.0000,8.9787,8.1489,8.8936,18.9574,57.825319,41.2998166113901,-7.735639813035494,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
544,0,47,17.0290,62.30016128053057,1.2252915907413393,3.0213,8.0638,8.4043,8.9362,15.4468,56.453618,41.29687929255202,-7.734405070927855,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
132,0,44,15.9420,,,3.0227,6.9545,7.8636,6.5909,13.4773,47.576364,41.29937473077469,-7.739238228182303,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
398,1664,43,15.5797,25.148542881011963,1.1866205584171212,3.0000,9.0698,7.8605,8.5349,16.5581,56.58907,41.29828335490493,-7.737592025873472,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
698,0,43,15.5797,26.814872409022133,1.3310667830844252,3.0000,7.0930,8.0000,7.6744,16.0000,50.594419,41.30546805533462,-7.745045627384468,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
372,758,42,15.2174,108.66178485325405,1.0563874358222605,3.0238,7.1429,5.8571,7.2143,15.2143,44.920476,41.300370165948436,-7.740837251137879,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
181,652,42,15.2174,60.81514344896589,1.4024132915905547,3.0238,8.2381,8.2619,7.4286,17.1667,53.175238,41.300099118043,-7.736369782167804,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
306,1475,42,15.2174,394.79315185546875,2.170602409612565,3.0238,8.0476,8.3810,7.7857,16.4762,53.809524,41.30073860487381,-7.738564309987982,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
105,79,42,15.2174,43.50316376913162,0.9750422381219411,2.9762,6.9048,8.0476,8.3810,15.2619,51.852143,41.29573489859922,-7.733194085407586,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
622,0,37,13.4058,98.39312857550544,1.0225955843925472,3.0270,7.6757,6.7568,6.5676,18.9459,46.667027,41.29610650865288,-7.734242090946437,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
157,1133,34,12.3188,81.80620765686035,1.7113219210595787,3.0000,7.5588,8.0882,7.7941,18.7941,52.091765,41.29726674085399,-7.736844283413185,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
308,0,32,11.5942,30.530748695135117,1.2623415086418397,3.0313,8.0313,7.6250,9.0938,19.5313,55.000313,41.29899058891491,-7.7342410372425565,0,0.0000,0,0.0000,1,3.1250,0,0.0000,0,0.0000,0,0.0000
971,0,32,11.5942,38.72455206513405,0.6197011936455962,3.0625,7.5938,8.1875,8.4688,15.9063,53.88875,41.29719254410563,-7.733880463205866,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
219,0,29,10.5072,57.55969912665231,0.8076257492814739,3.0714,8.3103,9.6207,8.7241,17.2414,59.233793,41.30478145489681,-7.739826452187157,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
376,770,28,10.1449,569.2842396327427,1.6097121366432727,3.0714,7.7500,7.2143,8.1429,16.2143,51.348929,41.29995686437813,-7.735521835839087,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
714,0,27,9.7826,7.4050277603997126,0.4676443205939404,3.0000,8.8519,8.2963,7.3704,14.2593,54.485926,41.29677118399136,-7.734390474503257,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
288,0,25,9.0580,44.39371898651123,1.3970869469642642,3.0400,8.4000,8.5600,8.4800,16.6400,56.5328,41.29309897747619,-7.726258691454156,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
14,619,25,9.0580,10.179326515197754,0.587516921758652,3.0000,9.0800,10.1600,8.2400,17.5200,61.066001,41.295483465967564,-7.741596366105991,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
246,313,23,8.3333,77.68453415580417,0.6230080775592635,3.0000,8.9130,9.4783,9.2174,15.8261,61.353043,41.29729540206755,-7.7389241408481455,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
17,0,20,7.2464,31.70946350097656,1.123481193184854,3.0000,8.1000,6.9000,10.1000,19.1000,55.7775,41.285896381909026,-7.712977807051646,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
82,658,20,7.2464,60.05687685012818,0.996739181876183,2.9500,9.1500,7.6000,7.2500,16.8500,53.333,41.30448861260673,-7.737105104680099,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
124,0,18,6.5217,44.15310949437759,1.458251258906197,3.1176,6.1111,7.7778,7.3333,14.7222,47.160556,41.3029619005638,-7.741219113355353,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
20,47,18,6.5217,17.65431833267212,0.6690821382734506,3.0000,10.2222,6.2778,8.6111,17.5556,55.801667,41.298141238116436,-7.727126960670071,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
126,634,18,6.5217,50.22181595696343,1.370294686820773,3.0556,7.3889,10.0000,8.3333,20.3889,57.161111,41.300576132944784,-7.738183235170033,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
996,0,18,6.5217,17.722531874974568,0.4992330107424005,3.0556,7.2778,8.2222,6.6111,16.0556,49.136111,41.29938704405653,-7.736885738157753,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
169,202,17,6.1594,79.61596500172334,1.8421720616957724,3.0000,9.0588,8.7059,8.9412,18.2353,59.347646,41.308896316088166,-7.743779891844323,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
134,0,15,5.4348,26.494239044189452,0.9544084231058759,2.9333,7.5333,9.8667,7.2000,15.8000,54.665334,41.298878485306666,-7.738669788837737,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
344,0,15,5.4348,92.61684977213541,1.3742504199345913,2.7333,9.1333,7.5333,8.3333,13.5333,55.556,41.300385558249445,-7.730794250813415,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
112,849,14,5.0725,136.2193946838379,1.9912191288811825,3.0000,8.6429,9.5000,8.2143,14.7857,58.571428,41.302587620416126,-7.745199575028856,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
217,1268,13,4.7101,119.09320332453801,1.7575028309455283,3.0000,7.9231,8.8462,8.4615,19.4615,56.067693,41.29434835498694,-7.727508984413435,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
279,0,12,4.3478,26.48763958613078,1.1746469785769784,3.0000,5.0000,8.1667,8.1667,14.4167,47.4075,41.302163875833706,-7.736706285888785,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
329,749,12,4.3478,15.021077791849775,1.0681507984797165,2.9167,7.5000,8.0833,6.6667,12.6667,49.444167,41.297031456535706,-7.729386564656074,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
507,0,9,3.2609,16.271147939893936,0.9383166697290211,3.0000,8.1111,7.4444,5.5556,13.1111,46.913334,41.28097352826614,-7.705282399320715,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2618,9,3.2609,0.09585548440615223,0.09384229530890778,3.0000,8.1111,8.3333,8.3333,15.6667,55.062222,41.29613613678145,-7.743468527531132,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
168,0,9,3.2609,30.200585895114475,1.0172885788811579,2.8889,8.7778,9.3333,10.2222,22.6667,62.964444,41.28470463149242,-7.710231381857004,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
34,788,9,3.2609,48.553628285725914,1.2575230068630632,3.0000,8.5556,10.6667,9.2222,18.2222,63.21,41.29193237736101,-7.718916696711233,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
373,761,9,3.2609,108.54490364922418,1.5671880907482578,3.0000,8.3333,6.8889,8.5556,12.6667,52.84,41.30217611773426,-7.735971536398448,0,0.0000,0,0.0000,1,11.1111,0,0.0000,0,0.0000,0,0.0000
59,283,9,3.2609,144.1812277899848,1.8931165006425645,3.0000,5.5556,5.8889,10.1111,18.6667,47.900001,41.297193480079294,-7.743599884550914,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
317,0,9,3.2609,88.75582080417209,1.7300629085964625,3.0000,9.2222,9.1111,8.8889,26.3333,60.494445,41.30543444131034,-7.737998584704258,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
339,0,7,2.5362,1.6933171749114986,0.3668868712016514,3.0000,6.4286,7.8571,8.0000,15.4286,49.522857,41.30668859101997,-7.737130669716044,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2616,7,2.5362,0.08456897522721858,0.09121739012854428,3.0000,9.0000,8.5714,6.1429,14.1429,52.698572,41.29173143226721,-7.733145243300115,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
297,1454,6,2.1739,260.4110158284505,2.4086227218310015,3.0000,9.5000,9.0000,10.8333,25.5000,65.185,41.29849925369552,-7.7368060976274196,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
229,232,5,1.8116,45.2850154876709,1.5478965997695942,3.0000,10.8000,8.4000,4.8000,17.4000,53.333999,41.295453847737406,-7.732190847768921,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
296,1451,5,1.8116,110.92446441650391,1.122863984107974,3.2000,7.8000,11.0000,7.6000,18.6000,58.666,41.29718917598283,-7.731870483883472,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
247,316,5,1.8116,154.26548614501954,1.225602722167968,3.0000,8.4000,10.6000,7.2000,17.8000,58.222,41.30528736898685,-7.742188957715493,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
79,1017,5,1.8116,38.736606979370116,1.237498474121092,3.0000,9.0000,8.8000,7.2000,16.4000,55.554001,41.29597616901192,-7.732547899408404,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
289,0,5,1.8116,135.7415557861328,2.026980471611022,2.6000,10.4000,8.0000,7.0000,15.4000,56.444,41.29708995166555,-7.7282551262855135,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
