AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5
OdivelasParqueDasNacoes,38.757618,-9.19086,38.803864,-9.189205,38.811222,-9.085522,38.755154,-9.088612,38.757618,-9.19086
