AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
CanideloMadalena,41.144115,-8.629161,41.146812,-8.635655,41.147316,-8.645305,41.144848,-8.673526,41.1057,-8.66588,41.09812,-8.628311,41.144115,-8.629161
