AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16
Hermeskeil,49.658573,6.924219,49.645874,6.933832,49.646152,6.950655,49.623833,7.013912,49.655293,7.04361,49.665295,6.971083,49.666405,6.964645,49.666515,6.952372,49.686707,6.965976,49.688038,6.963444,49.687122,6.952457,49.680264,6.947737,49.674515,6.948166,49.668987,6.942544,49.658962,6.922588,49.658573,6.924219
