AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13
Barra,40.643047,-8.758408,40.64135,-8.758733,40.63872,-8.750396,40.5931,-8.762075,40.58582,-8.744474,40.58448,-8.729484,40.619247,-8.711494,40.643913,-8.715464,40.651787,-8.729544,40.645756,-8.742896,40.644787,-8.750058,40.641796,-8.751211,40.643047,-8.758408
