AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13
CarcavelosParede,38.730145,-9.395278,38.72699,-9.359768,38.72609,-9.339847,38.72609,-9.315164,38.70852,-9.316138,38.68293,-9.314132,38.680855,-9.314132,38.674557,-9.316964,38.672466,-9.32368,38.67269,-9.326712,38.678665,-9.346054,38.697144,-9.385895,38.730145,-9.395278
