AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29
Espinho,41.02511,-8.646094,41.014694,-8.64928,41.00821,-8.65036,40.998264,-8.65169,40.993263,-8.646447,40.992813,-8.641882,40.98804,-8.641908,40.984673,-8.63757,40.98369,-8.634304,40.984673,-8.629915,40.992416,-8.622234,40.99486,-8.616142,40.99951,-8.615793,41.001583,-8.617564,41.002563,-8.619172,41.003662,-8.618534,41.00343,-8.614681,41.006493,-8.610955,41.010265,-8.610802,41.016045,-8.615341,41.01841,-8.618431,41.020935,-8.618431,41.025112,-8.622937,41.02605,-8.626757,41.025112,-8.632593,41.023396,-8.634052,41.024624,-8.637142,41.026375,-8.642635,41.02511,-8.646094
