AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6
SintraAlgueirao,38.767715,-9.404841,38.81365,-9.40134,38.828495,-9.347209,38.80589,-9.309823,38.764256,-9.312565,38.767715,-9.404841
