AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6
Amadora,38.778175,-9.265423,38.741364,-9.266453,38.739357,-9.191608,38.804,-9.189034,38.801056,-9.231606,38.778175,-9.265423
