AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8
SaoMamedeSenhoraHora,41.19894,-8.680627,41.210903,-8.624002,41.209213,-8.601849,41.19935,-8.587344,41.17191,-8.592695,41.17601,-8.613442,41.175552,-8.656532,41.19894,-8.680627
