AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18
VilaCondePovoaVarzim,41.407055,-8.783236,41.41241,-8.753139,41.401722,-8.745272,41.362766,-8.717995,41.33553,-8.750103,41.338978,-8.750154,41.342735,-8.755819,41.354996,-8.755717,41.361275,-8.760565,41.360626,-8.762811,41.36572,-8.763678,41.37037,-8.772583,41.377903,-8.769579,41.386017,-8.775673,41.39149,-8.776188,41.39542,-8.781338,41.40089,-8.779793,41.407055,-8.783236
