AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29
Anadia,40.496025,-8.491048,40.49455,-8.380466,40.467422,-8.392525,40.466312,-8.432393,40.46033,-8.433123,40.452255,-8.422814,40.45435,-8.415873,40.445496,-8.409341,40.444717,-8.403012,40.41504,-8.415057,40.420944,-8.430775,40.40055,-8.442413,40.3779,-8.44563,40.374065,-8.416923,40.38775,-8.416194,40.39374,-8.344118,40.360306,-8.342586,40.35844,-8.45762,40.368706,-8.460172,40.41193,-8.461192,40.41154,-8.47293,40.43796,-8.474155,40.438038,-8.483546,40.453964,-8.481811,40.461964,-8.468235,40.467552,-8.47293,40.465534,-8.478851,40.47757,-8.491507,40.496025,-8.491048
