AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11
PortoCentro,41.141376,-8.574538,41.167877,-8.570229,41.17658,-8.613337,41.176037,-8.656786,41.146805,-8.644516,41.146503,-8.635278,41.143894,-8.629612,41.139412,-8.617739,41.140907,-8.599768,41.13822,-8.594324,41.141376,-8.574538
