AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29,Lat30,Lon30,Lat31,Lon31,Lat32,Lon32,Lat33,Lon33,Lat34,Lon34,Lat35,Lon35,Lat36,Lon36,Lat37,Lon37,Lat38,Lon38,Lat39,Lon39,Lat40,Lon40,Lat41,Lon41,Lat42,Lon42,Lat43,Lon43,Lat44,Lon44
Yverdon,46.79185,6.619362,46.787205,6.619668,46.781822,6.621071,46.775143,6.624242,46.777096,6.627459,46.774612,6.629462,46.770638,6.627629,46.769886,6.62888,46.771564,6.632299,46.76959,6.635285,46.769554,6.638423,46.76368,6.635616,46.760117,6.638857,46.75802,6.639316,46.7566,6.64146,46.76591,6.652525,46.768906,6.65301,46.77455,6.654499,46.774967,6.657841,46.779095,6.662984,46.781544,6.661659,46.780605,6.657805,46.782726,6.657046,46.785034,6.657228,46.78576,6.656287,46.78497,6.652919,46.786404,6.651523,46.78871,6.644271,46.790268,6.645181,46.79295,6.642541,46.792763,6.639749,46.791473,6.637868,46.794655,6.633741,46.79345,6.630038,46.795815,6.628976,46.7981,6.630251,46.79964,6.635045,46.803005,6.637261,46.804207,6.635592,46.80271,6.63192,46.803417,6.628673,46.802277,6.624273,46.798725,6.620844,46.79185,6.619362
