AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17
Poiares,40.238186,-8.269713,40.23375,-8.26513,40.220745,-8.259356,40.223003,-8.239111,40.22036,-8.217193,40.211784,-8.225665,40.20434,-8.237148,40.20021,-8.236127,40.195454,-8.237403,40.19635,-8.25649,40.20734,-8.267922,40.217007,-8.264962,40.220753,-8.268107,40.220848,-8.275329,40.22548,-8.283523,40.23419,-8.282916,40.238186,-8.269713
