AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12
AveiroEsgueiraSantaJoana,40.62876,-8.660235,40.61092,-8.631236,40.6464,-8.592928,40.65538,-8.612653,40.65939,-8.624352,40.657696,-8.637443,40.644188,-8.661691,40.64147,-8.663815,40.63963,-8.659749,40.6324,-8.662359,40.63111,-8.662359,40.62876,-8.660235
