AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10
VilaNovaGaia,41.144196,-8.629359,41.101276,-8.628554,41.10233,-8.607797,41.112663,-8.584647,41.126038,-8.573929,41.141586,-8.574507,41.13884,-8.595004,41.141205,-8.600056,41.139492,-8.617703,41.144196,-8.629359
