AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
CoimbraOlivaisPortela,40.22573,-8.440839,40.2262,-8.414343,40.226944,-8.387718,40.1782,-8.386031,40.17303,-8.395658,40.171707,-8.420486,40.22573,-8.440839
