AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9
MaiaGueifaesCasteloMaia,41.239506,-8.566121,41.210354,-8.576966,41.198757,-8.588194,41.206993,-8.602222,41.209057,-8.62373,41.202976,-8.657652,41.273098,-8.65592,41.273205,-8.601211,41.239506,-8.566121
