AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10
Agueda,40.60939,-8.501714,40.592533,-8.499903,40.57203,-8.465275,40.56889,-8.435113,40.57428,-8.435011,40.587418,-8.43644,40.592697,-8.469178,40.608772,-8.474564,40.610554,-8.485944,40.60939,-8.501714
