AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12
Cascais,38.69917,-9.469617,38.738476,-9.46803,38.747932,-9.399175,38.69861,-9.385606,38.701847,-9.407225,38.700188,-9.408742,38.69237,-9.413598,38.688725,-9.419363,38.689102,-9.430834,38.69384,-9.440423,38.6937,-9.460876,38.69917,-9.469617
