AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
RioTintoPedroucosBaguim,41.199303,-8.58783,41.210445,-8.576905,41.20104,-8.532843,41.167236,-8.537264,41.167698,-8.572414,41.171623,-8.593049,41.199303,-8.58783
