AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
AntuzedePedrulhaLordemao,40.226997,-8.495331,40.26486,-8.497096,40.2618,-8.436769,40.248432,-8.383388,40.226395,-8.387718,40.225296,-8.441017,40.226997,-8.495331
