AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29,Lat30,Lon30,Lat31,Lon31,Lat32,Lon32,Lat33,Lon33,Lat34,Lon34,Lat35,Lon35,Lat36,Lon36,Lat37,Lon37,Lat38,Lon38,Lat39,Lon39,Lat40,Lon40
Evora,38.572376,-7.934304,38.562412,-7.935032,38.56455,-7.928296,38.56099,-7.926293,38.555058,-7.920891,38.552826,-7.916886,38.55363,-7.904201,38.561226,-7.904929,38.56597,-7.893095,38.56858,-7.890121,38.574135,-7.892852,38.57565,-7.895401,38.574512,-7.898496,38.579826,-7.903898,38.58348,-7.897525,38.587795,-7.898496,38.587845,-7.900863,38.58865,-7.901834,38.590977,-7.900195,38.596714,-7.909967,38.595955,-7.910999,38.593918,-7.909603,38.592968,-7.911241,38.59482,-7.914579,38.59434,-7.917128,38.589695,-7.921802,38.588413,-7.920527,38.588886,-7.917614,38.582672,-7.914761,38.58049,-7.911788,38.57864,-7.911666,38.577026,-7.915915,38.582863,-7.922833,38.582054,-7.927871,38.580017,-7.928903,38.577927,-7.927264,38.576836,-7.923744,38.574417,-7.925443,38.57437,-7.930905,38.572376,-7.934304
