AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
MatosinhosFozDouro,41.204823,-8.718712,41.208622,-8.689409,41.177994,-8.657075,41.14713,-8.644083,41.146366,-8.675984,41.17191,-8.708896,41.204823,-8.718712
