AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13
Losheim,49.52652,6.733332,49.51409,6.757579,49.50902,6.763673,49.505146,6.764274,49.502388,6.783156,49.499405,6.782641,49.497845,6.774917,49.502052,6.761656,49.499825,6.749425,49.50286,6.734104,49.51055,6.724792,49.52476,6.726036,49.52652,6.733332
