AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5
AgualvaCacem,38.741146,-9.314489,38.805775,-9.309967,38.778393,-9.265146,38.741196,-9.266178,38.741146,-9.314489
