AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5
OliveirinhaEixoSaoBernardo,40.583744,-8.581882,40.62834,-8.54708,40.646526,-8.593272,40.61114,-8.631958,40.583744,-8.581882
