AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11
Setubal,38.514477,-9.044301,38.49557,-9.033522,38.510136,-8.909078,38.501194,-8.847672,38.5178,-8.801944,38.538227,-8.802598,38.6459,-8.903198,38.636723,-8.929002,38.58545,-8.953499,38.5464,-8.991061,38.514477,-9.044301
