AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29,Lat30,Lon30,Lat31,Lon31,Lat32,Lon32,Lat33,Lon33,Lat34,Lon34
Almada,38.67144,-9.206886,38.664906,-9.210534,38.653175,-9.2068,38.65254,-9.20208,38.653545,-9.198346,38.657265,-9.186459,38.65914,-9.184184,38.661186,-9.183755,38.662292,-9.18148,38.664135,-9.176846,38.654682,-9.174657,38.655052,-9.168863,38.65207,-9.166374,38.656425,-9.157791,38.658237,-9.153757,38.666748,-9.155216,38.668423,-9.156461,38.66936,-9.153242,38.672813,-9.152169,38.68628,-9.14423,38.688793,-9.146333,38.68206,-9.172082,38.67841,-9.173756,38.6768,-9.17942,38.67261,-9.180493,38.6705,-9.178648,38.669598,-9.181995,38.671104,-9.183154,38.669662,-9.188433,38.67469,-9.185858,38.67563,-9.187188,38.671104,-9.19178,38.673584,-9.193711,38.67144,-9.206886
