AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
Ilhavo,40.59674,-8.691976,40.63152,-8.662415,40.61681,-8.640402,40.607845,-8.625337,40.569454,-8.628857,40.570362,-8.680459,40.59674,-8.691976
