AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29,Lat30,Lon30,Lat31,Lon31,Lat32,Lon32,Lat33,Lon33,Lat34,Lon34,Lat35,Lon35,Lat36,Lon36,Lat37,Lon37,Lat38,Lon38,Lat39,Lon39,Lat40,Lon40,Lat41,Lon41,Lat42,Lon42,Lat43,Lon43,Lat44,Lon44,Lat45,Lon45,Lat46,Lon46,Lat47,Lon47,Lat48,Lon48,Lat49,Lon49,Lat50,Lon50,Lat51,Lon51,Lat52,Lon52,Lat53,Lon53,Lat54,Lon54,Lat55,Lon55,Lat56,Lon56,Lat57,Lon57,Lat58,Lon58,Lat59,Lon59,Lat60,Lon60,Lat61,Lon61,Lat62,Lon62,Lat63,Lon63,Lat64,Lon64,Lat65,Lon65,Lat66,Lon66,Lat67,Lon67,Lat68,Lon68,Lat69,Lon69,Lat70,Lon70,Lat71,Lon71,Lat72,Lon72,Lat73,Lon73,Lat74,Lon74,Lat75,Lon75,Lat76,Lon76,Lat77,Lon77,Lat78,Lon78,Lat79,Lon79,Lat80,Lon80,Lat81,Lon81,Lat82,Lon82,Lat83,Lon83,Lat84,Lon84,Lat85,Lon85,Lat86,Lon86,Lat87,Lon87,Lat88,Lon88,Lat89,Lon89,Lat90,Lon90,Lat91,Lon91,Lat92,Lon92,Lat93,Lon93,Lat94,Lon94,Lat95,Lon95,Lat96,Lon96,Lat97,Lon97
Seixal,38.60959,-9.145677,38.60829,-9.14435,38.606014,-9.136106,38.603207,-9.129433,38.60613,-9.128553,38.611057,-9.123119,38.61481,-9.122964,38.616608,-9.124943,38.618206,-9.125206,38.61487,-9.119348,38.608196,-9.101924,38.608784,-9.093727,38.608925,-9.08546,38.612328,-9.085954,38.614056,-9.086898,38.616238,-9.084838,38.615314,-9.083722,38.614796,-9.082242,38.61491,-9.080632,38.616673,-9.081169,38.616974,-9.080547,38.619102,-9.081491,38.619705,-9.080032,38.62061,-9.080311,38.621532,-9.079474,38.622036,-9.078058,38.62291,-9.07647,38.626984,-9.07956,38.62777,-9.081341,38.62839,-9.081319,38.62973,-9.083004,38.62955,-9.086401,38.62906,-9.087002,38.626595,-9.08889,38.625336,-9.088568,38.624077,-9.088933,38.622417,-9.090221,38.622414,-9.09347,38.625263,-9.094156,38.628265,-9.095164,38.629135,-9.096214,38.630127,-9.095933,38.630867,-9.094598,38.630722,-9.093859,38.63087,-9.092853,38.63274,-9.090305,38.635063,-9.093364,38.63626,-9.094289,38.636845,-9.095078,38.638485,-9.096231,38.63939,-9.095083,38.64,-9.093774,38.641163,-9.093324,38.64105,-9.091403,38.64291,-9.091661,38.644184,-9.091163,38.645737,-9.091878,38.647797,-9.095892,38.647263,-9.09656,38.64656,-9.096884,38.645966,-9.096348,38.64519,-9.096874,38.644382,-9.097787,38.644413,-9.098498,38.644787,-9.098528,38.644405,-9.100735,38.64506,-9.103109,38.64506,-9.10356,38.644512,-9.10486,38.644493,-9.106166,38.642147,-9.107754,38.640438,-9.106037,38.63829,-9.105994,38.6319,-9.106473,38.627678,-9.104499,38.622314,-9.105915,38.621407,-9.105958,38.621204,-9.107332,38.621864,-9.10953,38.623653,-9.109848,38.62439,-9.109434,38.625767,-9.10922,38.626957,-9.110153,38.627945,-9.111537,38.628883,-9.112235,38.629456,-9.113554,38.63113,-9.113469,38.632248,-9.116156,38.63253,-9.118339,38.62838,-9.127244,38.62201,-9.131064,38.621986,-9.134245,38.620872,-9.137129,38.616825,-9.137282,38.61226,-9.139374,38.611523,-9.143049,38.60959,-9.145677
