AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8
SaoMartinhoBispoSantaClara,40.22573,-8.440262,40.227055,-8.495403,40.213608,-8.489918,40.202583,-8.478081,40.18803,-8.471874,40.174793,-8.452387,40.171486,-8.420053,40.22573,-8.440262
