AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17
Almeirim,39.2082,-8.646541,39.22067,-8.633537,39.21706,-8.623281,39.21977,-8.615921,39.216763,-8.612809,39.212887,-8.616371,39.21116,-8.609376,39.207817,-8.610063,39.203876,-8.612959,39.201466,-8.607852,39.19709,-8.61017,39.190556,-8.614483,39.186314,-8.624074,39.197773,-8.631198,39.195313,-8.639116,39.19945,-8.650768,39.2082,-8.646541
