AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7
LisboaCampoGrande,38.69523,-9.19391,38.757614,-9.190879,38.755363,-9.088391,38.727104,-9.104413,38.70683,-9.128087,38.69725,-9.176112,38.69523,-9.19391
