AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6
Saarlouis,49.293835,6.752805,49.309834,6.727111,49.342575,6.73837,49.340786,6.78716,49.29082,6.756558,49.293835,6.752805
