AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18
Stezzano,45.603737,9.586289,45.64332,9.665249,45.656437,9.682667,45.683098,9.69698,45.68848,9.697301,45.691097,9.690662,45.674942,9.65591,45.671898,9.635482,45.671844,9.632482,45.670757,9.626255,45.651672,9.589561,45.64525,9.580948,45.6399,9.577368,45.627712,9.574251,45.6144,9.571409,45.612778,9.572482,45.605267,9.58283,45.603737,9.586289
