AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6
PortoSalvoOeiras,38.68105,-9.314124,38.697773,-9.26806,38.74163,-9.266229,38.74129,-9.314442,38.70852,-9.316751,38.68105,-9.314124
