AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15
QuarteiraVilamoura,37.1224,-8.150669,37.097134,-8.188662,37.08929,-8.186234,37.04974,-8.071449,37.07157,-8.044216,37.09181,-8.048343,37.130047,-7.994207,37.147633,-7.998099,37.156174,-8.028216,37.145817,-8.046837,37.13316,-8.050663,37.09859,-8.104134,37.100647,-8.108253,37.110912,-8.109455,37.1224,-8.150669
