AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18,Lat19,Lon19,Lat20,Lon20,Lat21,Lon21,Lat22,Lon22,Lat23,Lon23,Lat24,Lon24,Lat25,Lon25,Lat26,Lon26,Lat27,Lon27,Lat28,Lon28,Lat29,Lon29,Lat30,Lon30,Lat31,Lon31,Lat32,Lon32,Lat33,Lon33,Lat34,Lon34,Lat35,Lon35,Lat36,Lon36,Lat37,Lon37,Lat38,Lon38,Lat39,Lon39,Lat40,Lon40,Lat41,Lon41,Lat42,Lon42,Lat43,Lon43,Lat44,Lon44,Lat45,Lon45,Lat46,Lon46,Lat47,Lon47,Lat48,Lon48
Lebach,49.415924,6.93157,49.412685,6.931519,49.413517,6.915978,49.410645,6.915238,49.409763,6.912967,49.408104,6.913988,49.408188,6.917433,49.40628,6.919551,49.405663,6.91779,49.406643,6.915647,49.40653,6.914754,49.404686,6.914932,49.399837,6.92223,49.39794,6.921847,49.395287,6.911794,49.398293,6.911436,49.39869,6.908833,49.4006,6.908527,49.40067,6.899757,49.399998,6.884394,49.40648,6.881776,49.408047,6.887122,49.410053,6.88684,49.40885,6.878986,49.411896,6.878085,49.41579,6.890818,49.41918,6.888041,49.420437,6.888556,49.421555,6.884694,49.42412,6.885037,49.424423,6.88944,49.429302,6.891175,49.429802,6.892962,49.43085,6.898507,49.42947,6.898507,49.42872,6.894866,49.428993,6.900935,49.427612,6.9084,49.425285,6.91016,49.42959,6.913194,49.431206,6.917139,49.427876,6.925267,49.42683,6.924603,49.42582,6.91876,49.425053,6.922077,49.423565,6.922374,49.41533,6.92276,49.415924,6.93157
