AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17,Lat18,Lon18
Wendel,49.480865,7.151859,49.47524,7.140744,49.47003,7.136558,49.458057,7.136934,49.45739,7.158509,49.454372,7.165275,49.454514,7.17463,49.45694,7.189779,49.46514,7.19038,49.465553,7.210734,49.47366,7.210461,49.473778,7.185669,49.482285,7.184832,49.482216,7.173043,49.479763,7.16947,49.478104,7.16947,49.47648,7.167225,49.480865,7.151859
