AreaName,Lat1,Lon1,Lat2,Lon2,Lat3,Lon3,Lat4,Lon4,Lat5,Lon5,Lat6,Lon6,Lat7,Lon7,Lat8,Lon8,Lat9,Lon9,Lat10,Lon10,Lat11,Lon11,Lat12,Lon12,Lat13,Lon13,Lat14,Lon14,Lat15,Lon15,Lat16,Lon16,Lat17,Lon17
CarnaxideAlges,38.741386,-9.266452,38.698105,-9.268169,38.698364,-9.251524,38.696793,-9.251652,38.69691,-9.250554,38.69884,-9.249942,38.69667,-9.237515,38.693207,-9.234938,38.694126,-9.229399,38.69147,-9.224362,38.69133,-9.221327,38.692135,-9.219385,38.690952,-9.217261,38.690857,-9.214348,38.694695,-9.193591,38.739536,-9.191224,38.741386,-9.266452
