"pokemon_id"	"form"	"count_poke"	"percentage"	"avg_weight"	"avg_height"	"avg_size"	"avg_atk"	"avg_def"	"avg_sta"	"avg_level"	"avg_iv"	"iv_100"	"iv100_percentage"	"iv_0"	"iv0_percentage"	"shinies"	"shiny_odds"	"little_top_1"	"little_top1_percentage"	"great_top_1"	"great_top1_percentage"	"ultra_top_1"	"ultra_top1_percentage"
"242"	"0"	"3717"	"0.0137"	"47.793825119717745000"	"1.497599649108002400"	"2.9981"	"8.0549"	"8.1622"	"7.9596"	"16.5230"	"53.726131"	"2"	"0.0538"	"1"	"0.0269"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0269"	"0"	"0.0000"
"550"	"137"	"3709"	"0.0136"	"18.444515300607218000"	"0.999340329508115400"	"3.0005"	"7.6641"	"7.5268"	"7.5322"	"15.6514"	"50.495770"	"2"	"0.0539"	"3"	"0.0809"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"2"	"0.0539"
"200"	"719"	"3526"	"0.0130"	"1.030953733614135400"	"0.712031843403788900"	"3.0006"	"7.5669"	"7.5944"	"7.5468"	"15.7887"	"50.462666"	"2"	"0.0567"	"1"	"0.0284"	"9"	"0.2552"	"3"	"0.0851"	"0"	"0.0000"	"1"	"0.0284"
"49"	"262"	"3516"	"0.0129"	"12.881218783833678000"	"1.504770683208602700"	"3.0068"	"9.1547"	"9.2207"	"9.0916"	"19.8794"	"61.037810"	"1"	"0.0284"	"1"	"0.0284"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0284"
"132"	"59"	"3468"	"0.0128"	\N	\N	"3.0014"	"6.3227"	"6.4074"	"6.4121"	"14.2093"	"42.538158"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0288"	"0"	"0.0000"	"0"	"0.0000"
"306"	"1475"	"3399"	"0.0125"	"371.480974283983130000"	"2.113252796584143000"	"3.0041"	"7.7973"	"8.0138"	"7.7879"	"16.0327"	"52.442265"	"3"	"0.0883"	"0"	"0.0000"	"29"	"0.8532"	"0"	"0.0000"	"1"	"0.0294"	"2"	"0.0588"
"544"	"0"	"3241"	"0.0119"	"59.816798103032724000"	"1.197191024070033900"	"3.0000"	"8.6371"	"8.5430"	"8.6186"	"18.3999"	"57.330710"	"1"	"0.0309"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0309"	"0"	"0.0000"	"0"	"0.0000"
"435"	"794"	"3188"	"0.0117"	"38.893484607587340000"	"0.998378824910190600"	"2.9956"	"9.0687"	"9.2318"	"9.0822"	"19.7867"	"60.850439"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0314"	"0"	"0.0000"	"0"	"0.0000"
"372"	"758"	"3164"	"0.0116"	"114.142090389654650000"	"1.091499111401288200"	"3.0019"	"7.6681"	"7.7080"	"7.5841"	"15.9150"	"51.022576"	"2"	"0.0632"	"0"	"0.0000"	"0"	"0.0000"	"2"	"0.0632"	"4"	"0.1264"	"3"	"0.0948"
"755"	"0"	"3101"	"0.0114"	"1.542047154134288600"	"0.200108185208352080"	"2.9906"	"9.0826"	"9.1080"	"8.9703"	"19.1519"	"60.357607"	"1"	"0.0322"	"1"	"0.0322"	"4"	"0.1290"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"282"	"298"	"2992"	"0.0110"	"50.017634790454420000"	"1.607078734077226000"	"3.0050"	"8.7878"	"8.5943"	"8.6618"	"18.1601"	"57.875127"	"0"	"0.0000"	"0"	"0.0000"	"15"	"0.5013"	"0"	"0.0000"	"2"	"0.0668"	"0"	"0.0000"
"14"	"619"	"2827"	"0.0104"	"10.155097486076613000"	"0.596734257359137400"	"2.9968"	"9.1532"	"9.1150"	"9.1418"	"19.6714"	"60.911097"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"219"	"0"	"2825"	"0.0104"	"56.780732502270695000"	"0.791583134299848300"	"3.0039"	"8.6481"	"8.7763"	"8.5076"	"18.3851"	"57.626719"	"1"	"0.0354"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"132"	"0"	"2765"	"0.0102"	\N	\N	"3.0087"	"6.5472"	"6.2420"	"6.4405"	"14.6000"	"42.732680"	"1"	"0.0362"	"1"	"0.0362"	"0"	"0.0000"	"1"	"0.0362"	"0"	"0.0000"	"0"	"0.0000"
"160"	"1142"	"2742"	"0.0101"	"91.556006206469300000"	"2.314320616372438000"	"3.0011"	"7.6160"	"7.6295"	"7.6229"	"15.4537"	"50.818487"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0365"	"0"	"0.0000"	"2"	"0.0729"
"134"	"0"	"2731"	"0.0101"	"29.550865173689814000"	"0.998139633268391500"	"3.0000"	"7.6364"	"7.6459"	"7.6456"	"15.6393"	"50.950776"	"0"	"0.0000"	"1"	"0.0366"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"154"	"1124"	"2707"	"0.0100"	"102.988699789491960000"	"1.802281226452680000"	"3.0004"	"7.8098"	"7.8341"	"7.7285"	"16.3354"	"51.938563"	"1"	"0.0369"	"1"	"0.0369"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"2"	"0.0739"
"627"	"0"	"2684"	"0.0099"	"10.733343855296885000"	"0.497941447100235700"	"2.9944"	"8.2146"	"8.1673"	"8.2515"	"17.3633"	"54.740786"	"0"	"0.0000"	"0"	"0.0000"	"6"	"0.2235"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"207"	"803"	"2672"	"0.0098"	"66.125960942058750000"	"1.086665918258286300"	"2.9936"	"7.7863"	"7.8645"	"7.6748"	"16.3394"	"51.834686"	"0"	"0.0000"	"0"	"0.0000"	"33"	"1.2350"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"398"	"1664"	"2669"	"0.0098"	"25.630576779381640000"	"1.197905576900067000"	"2.9940"	"8.0689"	"8.0360"	"7.9573"	"16.6916"	"53.471476"	"1"	"0.0375"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0375"
"457"	"0"	"2667"	"0.0098"	"24.766156466068090000"	"1.201844805174761700"	"3.0034"	"7.5114"	"7.5486"	"7.6633"	"15.7008"	"50.496198"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"157"	"1133"	"2631"	"0.0097"	"82.120147019726970000"	"1.706687643834302000"	"2.9989"	"7.7796"	"7.8829"	"7.8415"	"16.1414"	"52.231102"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0380"	"2"	"0.0760"
"95"	"902"	"2618"	"0.0096"	"215.696499494377600000"	"8.808217734489059000"	"3.0039"	"8.6390"	"8.6261"	"8.7659"	"18.2731"	"57.846612"	"0"	"0.0000"	"1"	"0.0382"	"35"	"1.3369"	"1"	"0.0382"	"0"	"0.0000"	"3"	"0.1146"
"308"	"0"	"2614"	"0.0096"	"32.041915859025100000"	"1.296330290690235600"	"3.0073"	"8.9598"	"8.9579"	"8.9927"	"19.0807"	"59.800983"	"3"	"0.1148"	"0"	"0.0000"	"20"	"0.7651"	"0"	"0.0000"	"10"	"0.3826"	"1"	"0.0383"
"135"	"0"	"2553"	"0.0094"	"24.955807283345390000"	"0.796510904478091800"	"3.0031"	"7.3835"	"7.5260"	"7.3600"	"15.6142"	"49.487834"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"317"	"0"	"2438"	"0.0090"	"81.288749853378450000"	"1.691864375973178400"	"2.9938"	"8.9368"	"8.9979"	"8.9902"	"19.1218"	"59.833277"	"1"	"0.0410"	"1"	"0.0410"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"119"	"0"	"2401"	"0.0088"	"40.121637678285495000"	"1.301346640181372500"	"3.0042"	"7.5285"	"7.5760"	"7.4648"	"15.5918"	"50.154065"	"2"	"0.0833"	"1"	"0.0416"	"0"	"0.0000"	"1"	"0.0416"	"0"	"0.0000"	"2"	"0.0833"
"714"	"0"	"2381"	"0.0088"	"8.255249006350335000"	"0.500814909429397900"	"3.0050"	"7.6552"	"7.6056"	"7.3906"	"15.7488"	"50.336497"	"1"	"0.0420"	"0"	"0.0000"	"7"	"0.2940"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"344"	"0"	"2367"	"0.0087"	"109.955120854773100000"	"1.495702549991672300"	"2.9924"	"8.4508"	"8.3680"	"8.4453"	"18.0275"	"56.142412"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"217"	"1268"	"2336"	"0.0086"	"129.786484506168020000"	"1.802494137214582200"	"3.0077"	"8.1391"	"7.9696"	"8.0574"	"16.6922"	"53.702466"	"1"	"0.0428"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"246"	"313"	"2331"	"0.0086"	"74.370556700600890000"	"0.612684588389516300"	"3.0043"	"8.5719"	"8.5547"	"8.5165"	"18.0450"	"56.984535"	"0"	"0.0000"	"0"	"0.0000"	"5"	"0.2145"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"622"	"0"	"2159"	"0.0079"	"94.673788505974910000"	"1.002099559304888700"	"3.0000"	"7.7712"	"8.0227"	"7.8434"	"16.4039"	"52.527328"	"0"	"0.0000"	"0"	"0.0000"	"2"	"0.0926"	"0"	"0.0000"	"0"	"0.0000"	"2"	"0.0926"
"55"	"289"	"2157"	"0.0079"	"78.877703589170520000"	"1.702688300410260400"	"3.0135"	"7.5911"	"7.4808"	"7.5276"	"15.7965"	"50.220964"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0464"	"0"	"0.0000"	"0"	"0.0000"
"105"	"79"	"1761"	"0.0065"	"46.263475065681320000"	"0.998956807266927100"	"3.0051"	"7.9120"	"7.9375"	"7.9648"	"16.0193"	"52.920630"	"0"	"0.0000"	"1"	"0.0568"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"169"	"202"	"1730"	"0.0064"	"77.806116756639980000"	"1.809111830400827600"	"3.0012"	"9.2376"	"9.3607"	"9.4653"	"20.0191"	"62.363572"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0578"	"0"	"0.0000"
"112"	"849"	"1727"	"0.0064"	"125.074117654942160000"	"1.916046667371039000"	"3.0152"	"8.4030"	"8.3492"	"8.4059"	"17.6497"	"55.906879"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"205"	"1247"	"1696"	"0.0062"	"127.824341547404610000"	"1.184806248820419800"	"2.9988"	"7.7300"	"7.3060"	"7.4204"	"15.8620"	"49.902978"	"1"	"0.0590"	"1"	"0.0590"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"779"	"0"	"1670"	"0.0061"	"19.611385902149937000"	"0.903196746035919300"	"2.9958"	"7.4090"	"7.5473"	"7.5240"	"15.5910"	"49.956174"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0599"	"2"	"0.1198"
"164"	"0"	"1668"	"0.0061"	"42.192149224513564000"	"1.612833084468015700"	"3.0120"	"7.8189"	"7.8771"	"7.9928"	"16.8633"	"52.641949"	"1"	"0.0600"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"340"	"0"	"1666"	"0.0061"	"24.209883730453107000"	"0.892782019909361500"	"3.0066"	"7.9172"	"7.9148"	"8.2377"	"16.5864"	"53.487995"	"1"	"0.0600"	"1"	"0.0600"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"34"	"788"	"1637"	"0.0060"	"64.451081592081520000"	"1.407260282797915500"	"3.0073"	"9.0134"	"9.2682"	"9.2108"	"19.7611"	"61.094191"	"1"	"0.0611"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"181"	"652"	"1633"	"0.0060"	"62.903041730257430000"	"1.400563321180829000"	"2.9908"	"7.6822"	"7.7091"	"7.5946"	"16.0906"	"51.079847"	"0"	"0.0000"	"3"	"0.1837"	"10"	"0.6124"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"31"	"782"	"1540"	"0.0057"	"61.400247756273004000"	"1.295101240810513400"	"2.9850"	"9.2481"	"9.0695"	"9.2526"	"19.6305"	"61.266974"	"1"	"0.0649"	"1"	"0.0649"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"996"	"0"	"1500"	"0.0055"	"17.686211266463562000"	"0.504313917697629200"	"3.0040"	"7.5500"	"7.5387"	"7.7220"	"15.6027"	"50.690327"	"0"	"0.0000"	"2"	"0.1333"	"0"	"0.0000"	"0"	"0.0000"	"2"	"0.1333"	"1"	"0.0667"
"126"	"634"	"1289"	"0.0047"	"45.864326813619890000"	"1.303933751490329500"	"3.0132"	"8.0822"	"8.3351"	"8.2754"	"17.4725"	"54.872863"	"1"	"0.0776"	"0"	"0.0000"	"3"	"0.2327"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0776"
"289"	"0"	"1280"	"0.0047"	"134.304632457022760000"	"2.010653293282026700"	"2.9930"	"7.8508"	"8.1508"	"8.0406"	"16.5883"	"53.427180"	"1"	"0.0781"	"1"	"0.0781"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"85"	"0"	"1246"	"0.0046"	"86.511647523074880000"	"1.790989297065550000"	"2.9960"	"8.4350"	"8.2905"	"8.0634"	"17.0096"	"55.086597"	"1"	"0.0803"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"329"	"749"	"1190"	"0.0044"	"15.689257043464732000"	"1.088510079129189300"	"3.0034"	"8.4311"	"8.1546"	"8.2395"	"17.3723"	"55.167067"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0840"	"0"	"0.0000"
"376"	"770"	"1078"	"0.0040"	"573.553593896779000000"	"1.613368723496532000"	"3.0065"	"7.6883"	"7.3794"	"7.3275"	"15.8692"	"49.766920"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0928"
"59"	"283"	"1029"	"0.0038"	"163.401903760363500000"	"1.919718373356274400"	"3.0058"	"8.5277"	"8.2974"	"8.4121"	"17.5190"	"56.082401"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"80"	"1020"	"1009"	"0.0037"	"80.886355065446250000"	"1.609792482248594500"	"3.0080"	"8.0733"	"7.2894"	"7.6501"	"15.9227"	"51.139723"	"0"	"0.0000"	"0"	"0.0000"	"11"	"1.0902"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.0991"
"346"	"1571"	"780"	"0.0029"	"62.301757780629140000"	"1.500977981749414400"	"3.0090"	"8.2641"	"8.2846"	"8.2385"	"17.8808"	"55.082769"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"373"	"761"	"746"	"0.0027"	"106.419243227555440000"	"1.511250487750008600"	"3.0094"	"7.3204"	"7.5456"	"7.5375"	"15.6421"	"49.785376"	"0"	"0.0000"	"0"	"0.0000"	"5"	"0.6702"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"90"	"876"	"710"	"0.0026"	"4.116470976003638000"	"0.300267739781035440"	"2.9915"	"7.7690"	"7.7859"	"7.6113"	"15.7099"	"51.480465"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.1408"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"319"	"737"	"700"	"0.0026"	"91.418138918195450000"	"1.806215388434273800"	"3.0014"	"7.7000"	"7.8371"	"7.7329"	"15.0886"	"51.711215"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"594"	"0"	"669"	"0.0025"	"32.148042342115914000"	"1.200030923247158700"	"3.0060"	"7.4768"	"7.8176"	"7.5919"	"15.7429"	"50.858879"	"0"	"0.0000"	"0"	"0.0000"	"7"	"1.0463"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"348"	"1577"	"668"	"0.0025"	"69.709991793432640000"	"1.497601491159307900"	"2.9910"	"7.8353"	"8.1302"	"8.0689"	"17.0599"	"53.409865"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"525"	"0"	"639"	"0.0024"	"103.841868704015550000"	"0.899303233782325600"	"3.0016"	"8.3490"	"8.2926"	"7.9061"	"16.8795"	"54.550564"	"1"	"0.1565"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"0.1565"	"0"	"0.0000"
"99"	"873"	"580"	"0.0021"	"60.855385107007520000"	"1.294638068614334800"	"2.9948"	"7.7328"	"7.5828"	"7.7845"	"16.1862"	"51.333293"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"247"	"316"	"564"	"0.0021"	"153.999014554802780000"	"1.184186980583081400"	"2.9982"	"8.6348"	"8.4504"	"8.5266"	"17.8103"	"56.914823"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"229"	"232"	"497"	"0.0018"	"36.683797918814770000"	"1.417731713840899100"	"3.0020"	"8.1630"	"7.9195"	"8.3622"	"17.4487"	"54.321348"	"0"	"0.0000"	"0"	"0.0000"	"4"	"0.8048"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"15"	"622"	"399"	"0.0015"	"30.395119860918836000"	"0.994004506580155500"	"2.9924"	"9.1805"	"8.7820"	"8.6516"	"19.4411"	"59.142206"	"0"	"0.0000"	"0"	"0.0000"	"3"	"0.7519"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"94"	"1044"	"331"	"0.0012"	"42.625110205566780000"	"1.516737742186312900"	"3.0393"	"8.9668"	"9.1903"	"9.2870"	"19.7976"	"60.987100"	"0"	"0.0000"	"0"	"0.0000"	"3"	"0.9063"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"669"	"2618"	"331"	"0.0012"	"0.101864923140613850"	"0.099174726270476700"	"2.9909"	"9.0121"	"8.3444"	"8.4592"	"17.5287"	"57.368067"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"75"	"69"	"328"	"0.0012"	"106.001538338294400000"	"0.993680005348645800"	"3.0062"	"8.5457"	"8.7256"	"8.2226"	"17.7470"	"56.653049"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"669"	"2616"	"311"	"0.0011"	"0.101711946937863480"	"0.099661408788808940"	"2.9807"	"8.2283"	"8.3505"	"8.3023"	"18.4984"	"55.290965"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"422"	"97"	"189"	"0.0007"	"6.594605263578829000"	"0.302131910093877700"	"3.0212"	"7.3862"	"8.0847"	"7.9365"	"15.8148"	"52.016402"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"330"	"752"	"144"	"0.0005"	"84.985873089896300000"	"2.023718621167871500"	"2.9792"	"8.5833"	"8.3750"	"8.9375"	"18.2569"	"57.546319"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"248"	"319"	"118"	"0.0004"	"212.204431582305400000"	"2.015671501725406800"	"2.9576"	"7.9237"	"8.1356"	"7.4746"	"15.4576"	"52.297712"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"550"	"136"	"88"	"0.0003"	"18.987649652090940000"	"1.021449484608390400"	"3.0000"	"8.1932"	"8.4091"	"7.4205"	"16.6705"	"53.384091"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"91"	"879"	"74"	"0.0003"	"139.514033957703480000"	"1.527044480794096600"	"2.9863"	"7.9730"	"7.0811"	"7.1892"	"14.5811"	"49.429325"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"76"	"71"	"38"	"0.0001"	"312.047503084749800000"	"1.410687446594237800"	"3.0541"	"8.6316"	"9.2368"	"8.6316"	"20.0789"	"58.888158"	"1"	"2.6316"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"114"	"1059"	"32"	"0.0001"	"32.290918231010440000"	"0.961952570825815300"	"3.0000"	"8.0625"	"8.9688"	"8.1563"	"17.8438"	"55.972812"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"74"	"68"	"29"	"0.0001"	"24.058174231956745000"	"0.424455092898730350"	"3.0345"	"7.4138"	"7.2414"	"8.3103"	"18.0690"	"51.034138"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"363"	"1598"	"27"	"0.0001"	"42.303402865374530000"	"0.789622225143291700"	"2.9630"	"8.1481"	"6.9259"	"7.0741"	"13.8148"	"49.217408"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"595"	"0"	"26"	"0.0001"	"0.629561819709265000"	"0.100934740155935010"	"3.0385"	"8.3462"	"7.3462"	"8.3077"	"16.8462"	"53.333847"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"361"	"0"	"26"	"0.0001"	"15.023080825805664000"	"0.656553972225923000"	"2.8846"	"7.6154"	"7.4615"	"7.7308"	"13.3462"	"50.683077"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"299"	"1460"	"25"	"0.0001"	"103.669669342041020000"	"1.000051605701446400"	"3.0000"	"8.5600"	"8.4400"	"6.2800"	"14.7600"	"51.732800"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"43"	"265"	"22"	"0.0001"	"5.580545327880165600"	"0.510344063693826900"	"3.0455"	"9.7273"	"9.5455"	"9.6364"	"18.8636"	"64.242727"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"459"	"932"	"21"	"0.0001"	"51.854977834792365000"	"1.009756179082962000"	"3.0952"	"7.7619"	"7.6190"	"9.4762"	"17.3333"	"55.238095"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"351"	"29"	"19"	"0.0001"	"0.777946431385844300"	"0.283562805307537860"	"3.0000"	"7.5789"	"9.2105"	"9.2105"	"19.6842"	"57.776317"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"501"	"0"	"19"	"0.0001"	"4.584170598732800000"	"0.446256657180033050"	"2.8947"	"6.0526"	"7.5789"	"6.8421"	"17.2632"	"45.496316"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"191"	"0"	"17"	"0.0001"	"1.474952908123241000"	"0.275063996805863500"	"3.0000"	"7.4706"	"6.7647"	"9.1765"	"20.7647"	"52.026471"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"393"	"0"	"17"	"0.0001"	"5.549485094407025000"	"0.405328319353216400"	"3.0000"	"8.0000"	"8.1765"	"6.1176"	"17.2353"	"49.541765"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"5.8824"	"0"	"0.0000"	"0"	"0.0000"
"682"	"0"	"17"	"0.0001"	"0.494937076288110570"	"0.193622948492274100"	"3.0000"	"9.1765"	"7.9412"	"8.0000"	"13.6471"	"55.817647"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"1"	"163"	"17"	"0.0001"	"7.612102915258968000"	"0.728616311269647200"	"3.1765"	"8.2353"	"9.8235"	"10.7647"	"24.3529"	"64.051765"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"46"	"0"	"17"	"0.0001"	"6.466353823156917500"	"0.320536355761921240"	"3.0588"	"7.3529"	"8.5294"	"8.5882"	"18.4706"	"54.378235"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"7"	"0"	"15"	"0.0001"	"13.102200667063395000"	"0.700193150838215900"	"3.0000"	"8.1333"	"8.6000"	"7.1333"	"20.4667"	"53.036666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"100"	"0"	"15"	"0.0001"	"10.500794712702435000"	"0.498479382197064000"	"2.9333"	"9.0000"	"7.9333"	"8.9333"	"16.3333"	"57.482000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"6.6667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"102"	"729"	"14"	"0.0001"	"2.752172086920058500"	"0.401033016187804240"	"3.0714"	"9.1429"	"8.6429"	"10.5000"	"19.7143"	"62.856429"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"256"	"1361"	"13"	"0.0000"	"21.903957953819862000"	"0.903816993419940800"	"2.9231"	"6.8462"	"8.7692"	"8.2308"	"25.0769"	"52.992308"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"309"	"0"	"13"	"0.0000"	"16.491135230431190000"	"0.636653923071346900"	"3.0000"	"10.0000"	"6.1538"	"8.0769"	"18.6923"	"53.846154"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
