"pokemon_id"	"form"	"count_poke"	"percentage"	"avg_weight"	"avg_height"	"avg_size"	"avg_atk"	"avg_def"	"avg_sta"	"avg_level"	"avg_iv"	"iv_100"	"iv100_percentage"	"iv_0"	"iv0_percentage"	"shinies"	"shiny_odds"	"little_top_1"	"little_top1_percentage"	"great_top_1"	"great_top1_percentage"	"ultra_top_1"	"ultra_top1_percentage"
"187"	"1205"	"13"	"0.0000"	"0.488701925827906950"	"0.402834922075270800"	"3.0000"	"8.0000"	"9.2308"	"6.6154"	"13.7692"	"52.990769"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"436"	"0"	"13"	"0.0000"	"54.054083163921646000"	"0.468962832139088570"	"2.9231"	"11.0000"	"8.1538"	"5.1538"	"16.3077"	"54.016923"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"546"	"0"	"13"	"0.0000"	"0.723012467989555300"	"0.325743033335759200"	"3.0000"	"8.0000"	"8.4615"	"9.6154"	"17.6923"	"57.949231"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"257"	"1364"	"12"	"0.0000"	"51.081283728281655000"	"1.910239279270173000"	"3.0000"	"10.5000"	"7.1667"	"10.8333"	"16.0000"	"63.333334"	"0"	"0.0000"	"0"	"0.0000"	"1"	"8.3333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"759"	"0"	"12"	"0.0000"	"7.698882540067037000"	"0.524105695386728400"	"3.0000"	"10.0000"	"8.5000"	"8.6667"	"18.6667"	"60.370833"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"39"	"0"	"12"	"0.0000"	"6.262662172317505000"	"0.525774995485941800"	"3.0000"	"10.4167"	"7.9167"	"9.3333"	"24.0000"	"61.481667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"615"	"0"	"11"	"0.0000"	"136.139446605335600000"	"1.078561950813640100"	"3.0000"	"6.4545"	"8.2727"	"7.2727"	"17.3636"	"48.889091"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"255"	"1358"	"11"	"0.0000"	"2.493255539373918400"	"0.405436261133712700"	"3.0000"	"7.6364"	"7.2727"	"7.8182"	"22.1818"	"50.505455"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"40"	"0"	"11"	"0.0000"	"12.522270506078547000"	"1.002673078667034400"	"3.0909"	"9.6364"	"12.0000"	"9.9091"	"22.5455"	"70.100909"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"390"	"818"	"11"	"0.0000"	"6.681335709311745000"	"0.502227891575205400"	"3.0000"	"7.2727"	"7.0000"	"7.3636"	"18.0000"	"48.080000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"6"	"178"	"11"	"0.0000"	"103.720926458185370000"	"1.823003595525567500"	"3.0000"	"8.7273"	"7.9091"	"7.1818"	"20.7273"	"52.929091"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"499"	"0"	"11"	"0.0000"	"50.081306197426535000"	"0.932092709974809000"	"2.9091"	"8.6364"	"7.6364"	"10.8182"	"13.0000"	"60.202727"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"158"	"0"	"11"	"0.0000"	"9.203067519448020000"	"0.593230082230135400"	"3.0909"	"9.4545"	"5.9091"	"5.6364"	"19.5455"	"46.667274"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"51"	"61"	"10"	"0.0000"	"33.765142631530765000"	"0.698527508974077000"	"3.0000"	"8.0000"	"7.0000"	"9.2000"	"20.2000"	"53.777000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"437"	"0"	"10"	"0.0000"	"227.917085266113280000"	"1.370257151126862000"	"3.2000"	"8.6000"	"6.1000"	"9.9000"	"17.1000"	"54.666000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"283"	"0"	"10"	"0.0000"	"1.500782406330107800"	"0.471315583586693000"	"3.0000"	"6.3000"	"8.8000"	"5.4000"	"15.3000"	"45.556000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"284"	"0"	"10"	"0.0000"	"3.394044697284698500"	"0.764302974939347000"	"3.0000"	"8.7000"	"7.6000"	"5.5000"	"18.4000"	"48.445000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"618"	"2246"	"10"	"0.0000"	"13.055302810668945000"	"0.749913513660431100"	"3.0000"	"8.5000"	"6.5000"	"8.9000"	"19.2000"	"53.111000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"211"	"1259"	"9"	"0.0000"	"3.612538178761800700"	"0.482685801055697750"	"2.8889"	"8.7778"	"7.5556"	"8.5556"	"19.1111"	"55.308888"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"88"	"73"	"9"	"0.0000"	"35.217927720811630000"	"1.019685248533883200"	"3.2222"	"7.8889"	"9.8889"	"6.4444"	"11.5556"	"53.825555"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"260"	"211"	"9"	"0.0000"	"78.769037882486980000"	"1.459011170599197700"	"3.0000"	"7.4444"	"9.3333"	"6.6667"	"14.8889"	"52.101110"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"391"	"821"	"9"	"0.0000"	"26.729518360561794000"	"0.996524837281968800"	"3.1111"	"8.8889"	"9.5556"	"11.2222"	"22.4444"	"65.925556"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"535"	"0"	"9"	"0.0000"	"5.677324851353965000"	"0.546397156185574400"	"3.1111"	"6.2222"	"6.8889"	"7.0000"	"17.7778"	"44.692222"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"188"	"1208"	"9"	"0.0000"	"1.012555817763012300"	"0.620649119218191100"	"3.0000"	"7.8889"	"8.5556"	"5.8889"	"12.0000"	"49.628889"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"259"	"208"	"9"	"0.0000"	"28.716198285420734000"	"0.718985762861038900"	"3.0000"	"8.6667"	"8.7778"	"7.7778"	"22.0000"	"56.048889"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"498"	"0"	"9"	"0.0000"	"12.151006645626492000"	"0.535024172729916600"	"3.1111"	"6.5556"	"8.5556"	"8.7778"	"20.3333"	"53.086667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"311"	"0"	"9"	"0.0000"	"4.512328889634874000"	"0.425064235925673300"	"3.0000"	"6.7778"	"8.8889"	"3.2222"	"17.5556"	"41.975556"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"2"	"166"	"9"	"0.0000"	"15.846193737453884000"	"1.081577671898734700"	"2.8889"	"8.3333"	"10.1111"	"8.2222"	"20.2222"	"59.258889"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"268"	"0"	"9"	"0.0000"	"11.303387006123861000"	"0.714513401190439900"	"3.0000"	"7.3333"	"9.2222"	"8.6667"	"16.3333"	"56.048889"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"1"	"0"	"9"	"0.0000"	"13.700062036514284000"	"0.688215997070075100"	"2.8750"	"9.1111"	"7.5556"	"7.0000"	"19.5556"	"52.592223"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"103"	"77"	"9"	"0.0000"	"111.881239149305560000"	"1.996599051687452000"	"3.0000"	"10.5556"	"9.4444"	"10.5556"	"15.7778"	"67.901111"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"509"	"0"	"9"	"0.0000"	"9.472255653805204000"	"0.385761989487542260"	"3.0000"	"7.2222"	"7.2222"	"9.2222"	"14.4444"	"52.591111"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"4"	"0"	"9"	"0.0000"	"13.976599693298340000"	"0.746011316776277400"	"3.0000"	"7.0000"	"6.6667"	"8.5556"	"13.5556"	"49.382223"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"184"	"0"	"9"	"0.0000"	"29.054975721571175000"	"0.796271569199032100"	"3.0000"	"9.8889"	"7.0000"	"8.7778"	"19.7778"	"57.036667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"656"	"0"	"9"	"0.0000"	"6.083710114161174000"	"0.286656073398060040"	"3.0000"	"9.8889"	"7.8889"	"6.2222"	"16.3333"	"53.332222"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"253"	"0"	"8"	"0.0000"	"21.248963117599487000"	"0.857328969985246300"	"2.7500"	"8.2500"	"9.5000"	"7.5000"	"18.1250"	"56.111250"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"12.5000"
"5"	"175"	"8"	"0.0000"	"18.887597799301147000"	"1.100316375494002400"	"3.0000"	"8.5000"	"6.8750"	"6.1250"	"15.2500"	"47.777501"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"198"	"855"	"8"	"0.0000"	"2.505992829799654000"	"0.546507369726895000"	"3.0000"	"6.3750"	"6.8750"	"9.2500"	"15.3750"	"49.997500"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"577"	"0"	"8"	"0.0000"	"0.833471171557902500"	"0.272848265245557500"	"3.0000"	"4.6250"	"10.3750"	"3.8750"	"16.8750"	"41.945000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"66"	"809"	"8"	"0.0000"	"20.416366100311280000"	"0.809632301330565100"	"2.8750"	"10.0000"	"10.2500"	"12.2500"	"19.8750"	"72.221251"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"389"	"694"	"8"	"0.0000"	"352.673868179321300000"	"2.274495005607606300"	"3.0000"	"7.2500"	"9.1250"	"5.5000"	"9.5000"	"48.610001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"728"	"0"	"8"	"0.0000"	"7.516058564186096000"	"0.395555432885885000"	"3.0000"	"7.7500"	"7.3750"	"8.0000"	"16.1250"	"51.388751"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"56"	"0"	"8"	"0.0000"	"20.781828880310060000"	"0.436823666095733750"	"2.8750"	"10.2500"	"6.3750"	"7.5000"	"19.8750"	"53.611250"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"241"	"0"	"8"	"0.0000"	"91.106212615966800000"	"1.274220854043962600"	"3.0000"	"10.3750"	"9.5000"	"6.0000"	"19.2500"	"57.500000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"399"	"1667"	"8"	"0.0000"	"20.413406729698180000"	"0.481668580323456300"	"3.0000"	"9.3750"	"8.6250"	"7.3750"	"15.5000"	"56.390000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"226"	"0"	"8"	"0.0000"	"202.817129135131840000"	"2.077292799949645000"	"3.0000"	"9.2500"	"6.8750"	"7.6250"	"16.0000"	"52.778749"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"412"	"120"	"8"	"0.0000"	"3.639013856649399000"	"0.209603095427156240"	"3.0000"	"8.7500"	"9.1250"	"7.5000"	"17.6250"	"56.386251"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"183"	"0"	"7"	"0.0000"	"7.207457474299836500"	"0.369447542088371440"	"3.0000"	"9.8571"	"8.7143"	"6.0000"	"21.1429"	"54.604286"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"23"	"697"	"7"	"0.0000"	"6.705674443926128000"	"1.943918824195863000"	"2.8571"	"4.5714"	"9.8571"	"10.7143"	"18.4286"	"55.872858"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"211"	"2788"	"7"	"0.0000"	"3.434435044016157000"	"0.466443585497992860"	"2.7143"	"8.7143"	"7.5714"	"8.8571"	"19.8571"	"55.872858"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"412"	"119"	"7"	"0.0000"	"3.660103831972395700"	"0.212786925690514240"	"3.2857"	"8.5714"	"7.8571"	"7.8571"	"14.5714"	"53.967143"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"9"	"187"	"7"	"0.0000"	"95.376744406563900000"	"1.706355214118958600"	"3.0000"	"7.0000"	"4.4286"	"7.4286"	"14.7143"	"41.904286"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"633"	"0"	"7"	"0.0000"	"17.807480675833567000"	"0.789073322500498600"	"3.0000"	"9.2857"	"9.5714"	"5.1429"	"12.0000"	"53.332858"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"3"	"169"	"7"	"0.0000"	"97.813679286411830000"	"1.893828426088605600"	"3.0000"	"10.2857"	"8.1429"	"8.1429"	"22.5714"	"59.050000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"77"	"2336"	"7"	"0.0000"	"26.937047685895646000"	"0.846112668514251500"	"3.0000"	"7.2857"	"8.1429"	"3.1429"	"17.4286"	"41.268571"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"387"	"688"	"7"	"0.0000"	"9.723330565861293000"	"0.384898087808064300"	"3.0000"	"9.2857"	"10.1429"	"10.2857"	"16.1429"	"66.032857"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"4"	"172"	"6"	"0.0000"	"7.924996296564738000"	"0.593655963738758300"	"2.8333"	"7.6667"	"7.8333"	"7.1667"	"16.5000"	"50.370000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"400"	"1670"	"6"	"0.0000"	"28.224877516428630000"	"0.912984122832615000"	"2.8333"	"6.5000"	"6.3333"	"7.1667"	"12.5000"	"44.445001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"495"	"0"	"6"	"0.0000"	"10.125921169916788000"	"0.652157907684643400"	"3.0000"	"9.3333"	"6.6667"	"6.1667"	"14.0000"	"49.260000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"742"	"0"	"6"	"0.0000"	"0.197523434956868330"	"0.100744139403103340"	"3.0000"	"6.6667"	"7.8333"	"8.6667"	"16.3333"	"51.480001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"264"	"947"	"6"	"0.0000"	"30.027321179707844000"	"0.464444200197856650"	"3.0000"	"6.8333"	"6.5000"	"6.1667"	"22.3333"	"43.335000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"166"	"0"	"6"	"0.0000"	"37.826112111409510000"	"1.408587316672008200"	"3.0000"	"7.8333"	"6.5000"	"7.8333"	"13.5000"	"49.258333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"444"	"864"	"6"	"0.0000"	"59.383899370829260000"	"1.475825826327006500"	"3.0000"	"12.3333"	"11.6667"	"10.1667"	"18.8333"	"75.926666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"263"	"945"	"6"	"0.0000"	"17.759652614593506000"	"0.400430818398793300"	"3.1667"	"10.3333"	"8.5000"	"8.0000"	"18.8333"	"59.629999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"331"	"610"	"6"	"0.0000"	"51.074043909708660000"	"0.411646967132888230"	"3.0000"	"7.5000"	"9.5000"	"6.1667"	"11.1667"	"51.480000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"412"	"118"	"5"	"0.0000"	"3.749653196334838000"	"0.203871378302575980"	"3.2000"	"8.2000"	"8.2000"	"5.0000"	"16.6000"	"47.555999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"300"	"0"	"5"	"0.0000"	"11.475743198394776000"	"0.617104279994964000"	"3.0000"	"8.4000"	"11.0000"	"9.4000"	"18.4000"	"63.998000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"52"	"64"	"5"	"0.0000"	"4.407070779800414500"	"0.402920067310332030"	"3.0000"	"3.0000"	"8.0000"	"9.4000"	"23.2000"	"45.334000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"496"	"0"	"5"	"0.0000"	"11.619668388366700000"	"0.700691246986390000"	"3.0000"	"8.0000"	"8.0000"	"10.0000"	"18.8000"	"57.776000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"395"	"0"	"5"	"0.0000"	"83.073038864135740000"	"1.595969998836518100"	"2.6000"	"7.2000"	"6.8000"	"10.2000"	"16.6000"	"53.776001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"502"	"0"	"5"	"0.0000"	"23.385877609252930000"	"0.795427894592286000"	"3.0000"	"9.4000"	"6.4000"	"8.8000"	"18.4000"	"54.666000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"365"	"1604"	"5"	"0.0000"	"135.534162902832040000"	"1.330000329017642000"	"3.0000"	"8.8000"	"9.4000"	"7.6000"	"18.6000"	"57.332000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"270"	"0"	"5"	"0.0000"	"1.706191468238832000"	"0.418805968761444000"	"2.8000"	"7.8000"	"6.2000"	"5.8000"	"17.6000"	"43.998000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"303"	"833"	"5"	"0.0000"	"10.288900947570800000"	"0.567754185199736100"	"3.0000"	"10.8000"	"6.0000"	"7.0000"	"19.0000"	"52.888000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"83"	"2338"	"5"	"0.0000"	"45.508774566650390000"	"0.796973288059234000"	"2.8000"	"8.4000"	"7.8000"	"7.8000"	"11.8000"	"53.332000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"312"	"0"	"5"	"0.0000"	"3.634293174743652400"	"0.386685174703598030"	"3.0000"	"8.2000"	"4.2000"	"10.6000"	"15.8000"	"51.112000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"271"	"0"	"5"	"0.0000"	"42.353988647460940000"	"1.351791763305664000"	"3.2000"	"5.8000"	"10.0000"	"8.0000"	"21.6000"	"52.888000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"7"	"181"	"5"	"0.0000"	"8.536475276947020000"	"0.484532850980760000"	"3.0000"	"7.4000"	"7.2000"	"8.4000"	"14.0000"	"51.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"162"	"0"	"5"	"0.0000"	"35.701764678955080000"	"1.907942390441893700"	"3.0000"	"7.8000"	"8.6000"	"10.2000"	"18.8000"	"59.110000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"53"	"66"	"5"	"0.0000"	"38.601714706420900000"	"1.219478297233581800"	"3.0000"	"9.2000"	"6.8000"	"6.0000"	"17.4000"	"48.890000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"392"	"824"	"5"	"0.0000"	"47.413415527343750000"	"1.077525067329408000"	"3.0000"	"6.6000"	"10.4000"	"8.2000"	"17.8000"	"56.000001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"276"	"0"	"5"	"0.0000"	"1.876260375976561700"	"0.278738892078400000"	"3.0000"	"9.0000"	"9.2000"	"9.6000"	"14.6000"	"61.780000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"349"	"0"	"5"	"0.0000"	"10.026890563964841000"	"0.655749022960662000"	"3.2000"	"5.8000"	"8.2000"	"4.4000"	"15.6000"	"40.888000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"69"	"664"	"5"	"0.0000"	"4.148584127426148000"	"0.732632493972776000"	"3.0000"	"7.6000"	"6.8000"	"6.0000"	"21.6000"	"45.334000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"252"	"0"	"5"	"0.0000"	"5.088882112503052000"	"0.501110726594924100"	"3.0000"	"8.0000"	"9.0000"	"9.0000"	"17.0000"	"57.778000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"540"	"0"	"5"	"0.0000"	"3.298173284530640000"	"0.334825259447098070"	"3.0000"	"10.6000"	"6.4000"	"9.8000"	"15.6000"	"59.556000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"193"	"0"	"5"	"0.0000"	"48.055144500732425000"	"1.319099688529966200"	"3.0000"	"8.6000"	"6.4000"	"8.2000"	"15.2000"	"51.556001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"692"	"0"	"5"	"0.0000"	"9.218966293334960000"	"0.523167866468430000"	"3.0000"	"8.8000"	"5.4000"	"6.0000"	"16.2000"	"44.888000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"420"	"0"	"5"	"0.0000"	"3.335187530517578000"	"0.411529505252837930"	"3.0000"	"8.4000"	"10.0000"	"7.2000"	"8.2000"	"56.888001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"712"	"0"	"5"	"0.0000"	"73.776031494140620000"	"0.842767107486725900"	"3.0000"	"8.4000"	"7.2000"	"4.2000"	"13.6000"	"44.000000"	"0"	"0.0000"	"0"	"0.0000"	"1"	"20.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"161"	"0"	"4"	"0.0000"	"5.952557265758513000"	"0.797431111335752500"	"3.0000"	"6.5000"	"4.5000"	"7.0000"	"23.0000"	"40.000000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"734"	"0"	"4"	"0.0000"	"5.007151603698730500"	"0.378440804779527460"	"3.0000"	"8.2500"	"7.2500"	"9.7500"	"27.2500"	"56.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
