pokemon_id,form,count_poke,percentage,avg_level,avg_iv,iv_100,iv100_percentage,iv_0,iv0_percentage,shinies,shiny_odds,little_top_1,little_top1_percentage,great_top_1,great_top1_percentage,ultra_top_1,ultra_top1_percentage
544,0,8976,1668.4015,16.8192,53.705382,8,0.0891,2,0.0223,0,0.0000,1,0.0111,2,0.0223,1,0.0111
714,0,8932,1660.2230,16.9590,54.012077,2,0.0224,1,0.0112,16,0.1791,3,0.0336,0,0.0000,2,0.0224
435,794,8388,1559.1078,17.3965,55.154517,4,0.0477,2,0.0238,0,0.0000,0,0.0000,1,0.0119,2,0.0238
550,137,8379,1557.4349,15.6424,50.266935,2,0.0239,2,0.0239,0,0.0000,1,0.0119,5,0.0597,2,0.0239
160,1142,8319,1546.2825,15.7181,50.493813,3,0.0361,2,0.0240,0,0.0000,2,0.0240,1,0.0120,2,0.0240
282,298,8231,1529.9257,17.9855,56.878177,3,0.0364,2,0.0243,76,0.9233,0,0.0000,2,0.0243,1,0.0121
288,0,8036,1493.6803,16.5561,53.753379,6,0.0747,0,0.0000,0,0.0000,0,0.0000,1,0.0124,0,0.0000
95,902,7931,1474.1636,18.8698,58.968342,2,0.0252,1,0.0126,130,1.6391,0,0.0000,2,0.0252,0,0.0000
157,1133,7914,1471.0037,17.0931,54.619653,2,0.0253,2,0.0253,0,0.0000,3,0.0379,1,0.0126,0,0.0000
219,0,7883,1465.2416,18.6772,58.885912,3,0.0381,4,0.0507,0,0.0000,0,0.0000,1,0.0127,0,0.0000
49,262,7881,1464.8699,17.7092,55.904663,4,0.0508,1,0.0127,0,0.0000,0,0.0000,1,0.0127,4,0.0508
154,1124,7686,1428.6245,17.1837,54.429402,4,0.0520,1,0.0130,0,0.0000,1,0.0130,0,0.0000,2,0.0260
690,0,7640,1420.0743,17.4300,55.596278,1,0.0131,1,0.0131,18,0.2356,2,0.0262,0,0.0000,3,0.0393
627,0,7267,1350.7435,18.0621,56.653091,2,0.0275,2,0.0275,15,0.2064,0,0.0000,2,0.0275,0,0.0000
344,0,7243,1346.2825,19.4415,59.931229,4,0.0552,1,0.0138,0,0.0000,0,0.0000,2,0.0276,0,0.0000
217,1268,7181,1334.7584,16.9209,53.722611,2,0.0279,2,0.0279,0,0.0000,0,0.0000,3,0.0418,1,0.0139
105,79,7055,1311.3383,18.0560,57.013926,6,0.0850,2,0.0283,0,0.0000,0,0.0000,1,0.0142,0,0.0000
134,0,6987,1298.6989,15.6465,50.318831,2,0.0286,4,0.0572,0,0.0000,1,0.0143,0,0.0000,1,0.0143
246,313,6957,1293.1227,18.5530,58.534483,4,0.0575,0,0.0000,11,0.1581,1,0.0144,0,0.0000,2,0.0287
398,1664,6901,1282.7138,17.3983,55.441875,1,0.0145,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
135,0,6781,1260.4089,15.6686,50.27963,1,0.0147,3,0.0442,0,0.0000,1,0.0147,0,0.0000,2,0.0295
308,0,6411,1191.6357,18.6022,58.125421,3,0.0468,0,0.0000,53,0.8267,0,0.0000,11,0.1716,0,0.0000
164,0,6281,1167.4721,17.9803,56.149565,9,0.1433,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
14,619,6057,1125.8364,17.7694,56.370084,4,0.0660,0,0.0000,0,0.0000,4,0.0660,2,0.0330,0,0.0000
457,0,6010,1117.1004,15.5571,50.426015,4,0.0666,0,0.0000,0,0.0000,0,0.0000,1,0.0166,0,0.0000
112,849,5289,983.0855,18.6548,58.338263,1,0.0189,1,0.0189,0,0.0000,0,0.0000,1,0.0189,0,0.0000
119,0,5000,929.3680,15.5662,50.796438,0,0.0000,1,0.0200,0,0.0000,1,0.0200,1,0.0200,0,0.0000
169,202,5000,929.3680,18.2312,57.360402,4,0.0800,1,0.0200,0,0.0000,0,0.0000,0,0.0000,0,0.0000
996,0,5000,929.3680,17.2862,54.470244,3,0.0600,0,0.0000,0,0.0000,2,0.0400,7,0.1400,3,0.0600
317,0,4870,905.2045,17.3485,54.963269,2,0.0411,2,0.0411,0,0.0000,2,0.0411,0,0.0000,0,0.0000
55,289,4799,892.0074,15.4909,50.376677,0,0.0000,2,0.0417,0,0.0000,0,0.0000,0,0.0000,2,0.0417
181,652,4539,843.6803,15.7334,50.422278,1,0.0220,1,0.0220,38,0.8372,1,0.0220,1,0.0220,2,0.0441
31,782,4520,840.1487,19.4920,60.020182,3,0.0664,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
34,788,4446,826.3941,19.0976,59.673034,3,0.0675,1,0.0225,0,0.0000,0,0.0000,0,0.0000,0,0.0000
289,0,4227,785.6877,16.8488,53.712953,1,0.0237,2,0.0473,0,0.0000,0,0.0000,0,0.0000,0,0.0000
340,0,4082,758.7361,17.9451,56.746215,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0245,0,0.0000
126,634,3750,697.0260,17.9181,56.772125,1,0.0267,1,0.0267,7,0.1867,0,0.0000,0,0.0000,1,0.0267
779,0,3714,690.3346,16.4176,52.731422,3,0.0808,1,0.0269,0,0.0000,0,0.0000,0,0.0000,0,0.0000
329,749,3707,689.0335,19.0472,59.661867,3,0.0809,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
205,1247,3604,669.8885,15.7528,50.632692,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0277,0,0.0000
85,0,3023,561.8959,17.9950,57.578581,0,0.0000,3,0.0992,0,0.0000,0,0.0000,0,0.0000,1,0.0331
376,770,2956,549.4424,16.5122,52.703424,0,0.0000,1,0.0338,0,0.0000,0,0.0000,0,0.0000,0,0.0000
80,1020,2788,518.2156,17.1069,54.404509,1,0.0359,1,0.0359,23,0.8250,0,0.0000,1,0.0359,2,0.0717
346,1571,2472,459.4796,18.7900,59.139685,3,0.1214,0,0.0000,0,0.0000,1,0.0405,0,0.0000,3,0.1214
373,761,2452,455.7621,17.0893,54.894001,1,0.0408,1,0.0408,13,0.5302,0,0.0000,0,0.0000,1,0.0408
59,283,2257,419.5167,17.9322,56.927085,1,0.0443,1,0.0443,0,0.0000,0,0.0000,0,0.0000,0,0.0000
90,876,1891,351.4870,16.1063,50.588255,1,0.0529,0,0.0000,1,0.0529,2,0.1058,0,0.0000,1,0.0529
348,1577,1855,344.7955,16.6706,53.44834,1,0.0539,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
247,316,1791,332.8996,18.7739,59.313769,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
229,232,1711,318.0297,18.5137,57.725926,2,0.1169,0,0.0000,9,0.5260,0,0.0000,0,0.0000,0,0.0000
594,0,1616,300.3717,15.3595,49.975186,1,0.0619,0,0.0000,29,1.7946,0,0.0000,1,0.0619,1,0.0619
319,737,1510,280.6691,15.3848,49.949835,1,0.0662,1,0.0662,0,0.0000,0,0.0000,0,0.0000,1,0.0662
525,0,1497,278.2528,16.6232,52.865725,3,0.2004,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
99,873,1280,237.9182,15.5156,51.003446,0,0.0000,2,0.1563,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2618,1016,188.8476,16.5295,52.928622,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2616,1001,186.0595,16.5095,53.262418,1,0.0999,1,0.0999,0,0.0000,0,0.0000,0,0.0000,0,0.0000
94,1044,739,137.3606,18.0338,55.107551,0,0.0000,0,0.0000,9,1.2179,0,0.0000,0,0.0000,0,0.0000
75,69,707,131.4126,18.4399,57.538911,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
15,622,645,119.8885,18.3085,57.002558,0,0.0000,0,0.0000,4,0.6202,0,0.0000,0,0.0000,0,0.0000
422,97,485,90.1487,16.4804,53.388392,1,0.2062,0,0.0000,1,0.2062,0,0.0000,0,0.0000,0,0.0000
330,752,482,89.5911,19.2241,58.769129,1,0.2075,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
248,319,355,65.9851,17.9099,54.190986,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
132,0,306,56.8773,14.2451,43.747386,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
550,136,240,44.6097,16.6000,52.222042,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
91,879,216,40.1487,16.2315,49.321111,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
76,71,95,17.6580,17.6211,55.976632,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
132,59,50,9.2937,15.7000,39.0664,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
284,0,39,7.2491,17.3846,53.902821,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
187,1205,39,7.2491,15.5641,59.600513,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
114,1059,37,6.8773,16.7297,55.074865,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
351,29,34,6.3197,15.9118,49.084706,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
425,0,33,6.1338,18.2121,65.926061,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1,163,33,6.1338,20.6364,61.414546,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
39,0,32,5.9480,17.9063,61.458437,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
509,0,32,5.9480,13.7188,50.55625,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
682,0,31,5.7621,16.4516,56.774839,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
4,0,31,5.7621,11.9355,51.971935,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
7,0,31,5.7621,15.0645,52.042581,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
256,1361,31,5.7621,16.9032,61.075806,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
88,73,30,5.5762,16.1333,49.185,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
436,0,30,5.5762,18.2000,55.702667,0,0.0000,0,0.0000,1,3.3333,0,0.0000,0,0.0000,0,0.0000
254,0,29,5.3903,17.0345,56.935862,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,3.4483
759,0,28,5.2045,15.5714,53.412143,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
258,205,28,5.2045,15.5000,54.127143,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
255,1358,27,5.0186,16.6296,61.4,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1,0,27,5.0186,16.0741,50.865185,0,0.0000,1,3.7037,0,0.0000,0,0.0000,0,0.0000,0,0.0000
395,0,27,5.0186,15.1852,41.070741,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
43,265,26,4.8327,20.6923,58.889615,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
501,0,26,4.8327,14.9615,53.162307,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
391,821,26,4.8327,19.3846,57.692308,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
393,0,25,4.6468,17.0000,48.9776,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
426,0,25,4.6468,21.2000,61.2444,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
40,0,25,4.6468,16.3600,55.3764,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
390,818,25,4.6468,13.4800,52.088,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
263,945,24,4.4610,13.7083,54.074167,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
198,855,24,4.4610,15.5833,60.4625,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
399,1667,24,4.4610,15.5000,56.945,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
6,178,23,4.2751,23.0870,57.487391,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
437,0,23,4.2751,18.5652,50.242174,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
260,211,22,4.0892,16.5909,53.635455,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
595,0,22,4.0892,17.3636,55.453637,0,0.0000,0,0.0000,1,4.5455,0,0.0000,0,0.0000,0,0.0000
3,169,22,4.0892,20.4545,57.575455,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
193,0,22,4.0892,18.1364,51.616363,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
213,827,22,4.0892,20.4091,55.05,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
253,0,21,3.9033,20.9524,50.158095,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
188,1208,21,3.9033,15.6667,60.741428,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
444,864,21,3.9033,20.2381,48.994286,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
2,166,21,3.9033,20.3810,60.105714,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
522,0,21,3.9033,13.4762,50.476191,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
77,1011,21,3.9033,20.1429,57.142857,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
389,694,21,3.9033,15.4762,47.936667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
53,66,21,3.9033,17.2857,46.455714,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
189,1211,20,3.7175,19.7500,57.2235,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
211,2788,20,3.7175,16.8500,54.889,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
259,208,20,3.7175,15.6500,57.2225,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
46,0,20,3.7175,21.0000,56.778,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
266,0,20,3.7175,18.5500,49.555501,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
443,861,20,3.7175,20.8500,65.4445,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
312,0,20,3.7175,15.0500,52.5565,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
587,0,19,3.5316,19.6842,48.771579,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
633,0,19,3.5316,17.3158,52.397895,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
257,1364,19,3.5316,20.1053,63.040527,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
365,1604,18,3.3457,14.8889,52.715,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
268,0,18,3.3457,16.7778,56.172778,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,1047,18,3.3457,14.9444,45.061666,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
412,118,18,3.3457,17.3889,45.678334,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
394,0,18,3.3457,14.9444,46.296667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
495,0,18,3.3457,14.1667,57.531667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
264,947,17,3.1599,17.5294,45.621765,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
634,0,17,3.1599,16.0000,48.366471,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
615,0,17,3.1599,17.9412,49.672941,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
535,0,17,3.1599,15.9412,54.248823,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
392,824,17,3.1599,16.1765,52.941765,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
56,0,17,3.1599,17.2353,58.3,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
252,0,17,3.1599,12.7059,51.241177,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
412,120,17,3.1599,17.1176,49.150588,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
618,2246,16,2.9740,21.0625,54.723125,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
388,691,16,2.9740,17.2500,50.556874,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
74,68,16,2.9740,20.1250,47.0825,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
656,0,16,2.9740,15.5000,43.4725,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
270,0,16,2.9740,18.9375,59.7225,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
311,0,16,2.9740,16.6250,57.499375,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
459,932,16,2.9740,20.5000,60.000625,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
498,0,15,2.7881,16.7333,57.926666,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
728,0,15,2.7881,15.0000,49.777334,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
83,2338,15,2.7881,14.6667,56.444667,0,0.0000,0,0.0000,1,6.6667,0,0.0000,0,0.0000,0,0.0000
540,0,15,2.7881,18.4667,53.63,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
332,613,15,2.7881,17.5333,54.814,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
272,0,15,2.7881,16.4667,59.110667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
162,0,15,2.7881,15.5333,60.740001,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
499,0,15,2.7881,14.6667,55.258667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
452,1799,14,2.6022,14.1429,49.365714,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
301,0,14,2.6022,17.0714,53.967858,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
610,0,14,2.6022,17.7143,49.047858,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
51,61,14,2.6022,20.3571,55.872857,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
5,175,14,2.6022,16.1429,55.239286,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
351,30,14,2.6022,22.2857,62.857858,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
241,0,14,2.6022,14.6429,51.745715,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
496,0,14,2.6022,16.7857,57.936429,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
191,0,14,2.6022,16.6429,45.874286,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
299,1460,14,2.6022,13.4286,51.112143,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
412,119,14,2.6022,15.2857,53.650715,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
361,0,14,2.6022,17.2857,51.428571,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
283,0,14,2.6022,16.7143,61.27,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
451,1796,13,2.4164,17.8462,51.621539,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
7,181,13,2.4164,14.9231,56.922308,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
103,77,13,2.4164,14.3077,53.333077,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
161,0,13,2.4164,21.5385,50.77,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
400,1670,13,2.4164,14.7692,58.290769,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
387,688,13,2.4164,18.4615,49.915385,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
77,2336,13,2.4164,17.8462,55.556923,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
742,0,12,2.2305,15.6667,59.259999,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
271,0,12,2.2305,15.7500,47.224166,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
331,610,12,2.2305,14.6667,43.15,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
4,172,12,2.2305,13.3333,51.850001,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
106,713,12,2.2305,15.8333,49.074167,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
355,914,12,2.2305,19.2500,43.334167,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
276,0,12,2.2305,21.3333,53.888333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
315,0,12,2.2305,17.6667,57.406667,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
517,0,12,2.2305,11.8333,48.148334,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
416,0,11,2.0446,11.6364,57.375455,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
9,187,11,2.0446,10.1818,57.574546,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
303,833,11,2.0446,18.8182,54.95,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
277,0,11,2.0446,24.1818,56.970909,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
66,809,11,2.0446,14.5455,52.525455,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
129,253,11,2.0446,15.2727,52.524547,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
566,0,11,2.0446,18.3636,60.808182,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
184,0,11,2.0446,16.4545,56.767273,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
88,74,10,1.8587,19.3000,52.222,0,0.0000,0,0.0000,1,10.0000,0,0.0000,0,0.0000,0,0.0000
209,1253,10,1.8587,18.4000,56.222,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
226,0,10,1.8587,15.2000,54.222,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
89,75,10,1.8587,14.5000,51.555,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
322,0,10,1.8587,14.7000,60.666001,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
69,664,10,1.8587,19.5000,59.557,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
165,0,9,1.6729,7.3333,50.123333,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
210,1256,9,1.6729,18.4444,60.741111,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
531,0,9,1.6729,13.1111,59.013334,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
650,0,9,1.6729,19.0000,54.814445,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
23,697,9,1.6729,18.3333,43.212223,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,0,9,1.6729,15.6667,51.111111,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
349,0,9,1.6729,12.4444,45.925555,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
504,0,9,1.6729,17.7778,57.037778,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
24,700,8,1.4870,20.3750,50.555,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
64,307,8,1.4870,14.6250,43.611251,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
320,0,8,1.4870,16.0000,57.2225,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
325,0,8,1.4870,19.3750,61.39,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
78,1014,8,1.4870,15.2500,43.055,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
166,0,8,1.4870,15.6250,53.05625,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
142,1110,8,1.4870,21.2500,48.887501,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
211,1259,8,1.4870,18.6250,62.778749,0,0.0000,0,0.0000,1,12.5000,0,0.0000,0,0.0000,0,0.0000
107,277,8,1.4870,15.6250,53.3325,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
61,238,8,1.4870,16.5000,56.11125,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
363,1598,8,1.4870,16.5000,52.7775,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
202,602,8,1.4870,17.6250,49.16625,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
502,0,8,1.4870,18.7500,55.2775,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
8,184,7,1.3011,12.1429,48.254286,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
73,0,7,1.3011,21.1429,51.748571,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
358,0,7,1.3011,17.8571,43.172858,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
