AreaName,Coordinates
Montijo,"38.71288 -8.994159, 38.707745 -8.991933, 38.705532 -8.991551, 38.705013 -8.986881, 38.704994 -8.98267, 38.702744 -8.977541, 38.70129 -8.97823, 38.700535 -8.977618, 38.70181 -8.975908, 38.698223 -8.966467, 38.698006 -8.959551, 38.690502 -8.951883, 38.692543 -8.940082, 38.69636 -8.940167, 38.698204 -8.943644, 38.713676 -8.944931, 38.71676 -8.957334, 38.716022 -8.965917, 38.720573 -8.969393, 38.72024 -8.973384, 38.71458 -8.973942, 38.713543 -8.983984, 38.711666 -8.990035, 38.71408 -8.991537, 38.71288 -8.994159"
